Fam #,Sample Name,Cholor.,Date PTR,Sample_Sex,%_Exp,Avg_Male_Buds/Stem,Total _Buds,Avg_Arch,Avg_Area _Week_3,Avg_Perimeter_ Week 3,Avg_Circularity_Week 3,Avg_Perimeter_Rate,Avg_Area_Rate,Avg_21_days,Avg_Days_til_Gam,Leaf_Length_Average,Leaf_Average_Area,Leaf_perimeter_average,m29.9975_FLUX,m30.99783_FLUX,m31.01783_FLUX,m31.9908_FLUX2,m32.99853_FLUX,m33.03230_FLUX,m33.98721_FLUX,m34.02317_FLUX,m37.0289_FLUX,m39.0326 (cluster (H2O)H3O+_(18O)) (Conc),m41.0375_FLUX,m42.0343 (acetonitrile H+) (Conc),m42.95810 (m43_1) (Conc),m43.01734_FLUX,m44.0626_FLUX,m45.0335_FLUX,m45.99328_FLUX,m46.03111_FLUX,m46.06609_FLUX,m47.0128_FLUX,m47.9847_FLUX,m49.0239_FLUX,m49.05240_FLUX,m49.9923 (chloromethane) (Conc),m55.0390 (cluster (H2O)2-H3O+) (Conc),m57.02382_FLUX,m57.05991 (cluster (H2O)2-H3O+_(18O)) (Conc),m59.0439_FLUX,m61.0290_FLUX,m62.0294_FLUX,m63.023_FLUX,m69.00377_FLUX,m69.06994_FLUX,m71.0354_FLUX,m73.0376 (butyraldehyde H+) (Conc),m75.0446_FLUX,m77.0597_FLUX,m79.05478_FLUX,m81.0699_FLUX,m83.0585_FLUX,m85.0648_FLUX,m86.0362_FLUX,m87.0441_FLUX,m89.05810 (butyric acid H+) (Conc),m89.09610_FLUX,m90.00000_FLUX,m91.00000_FLUX,m92.00000 (nominal 92) (Conc),m93.0699_FLUX,M94_FLUX,m95.00000-FLUX,m97.00000_FLUX,m98.00000 (nominal 98) (Conc),m99.080 (cyclohexanone H+) (Conc),m100.00000_FLUX,m101.00000_flux,m103.1117_FLUX,m104_FLUX,m105_FLUK,m106.00000_FLUX,m107.0855_FLUX,m108.0000_FLUX,m109.00000 (nominal 109) (Conc),m110.00000_FLUX,m111.00000_FLUX,m113.00000_FLUX,m114.00000_FLUX,m115.00000_FLUX,m119.00000_FLUX,m121.1012_FLUX,m124.00000_FLUX,m125.00000_FLUX,M126_FLUX,m127.00000_FLUX,m128.00000_FLUX,m129.00000_FLUX,m130.00000_FLUX,m135.1168_FLUX,m137.1325 (terpenes H+) (Conc),m138.00000 (nominal 138) (Conc),m139.1481 (menthol dehydrated) (Conc),m141.00000_FLUX,m143.00000_FLUX,m148.00000_FLUX,m149.00000_FLUX,m150.00000_FLUX,m151.00000_FLUX,m153,m163.00000_FLUX,m204.00000_FLUX,,,,,,,,,,,,,,,,,,,,,,
20,P_2_19_16,0.709,28-May,m,100,3,30,,0.744665374,4.470975987,0.481900943,1.559465034,0.969247663,0.33,72,1.013329456,0.18610395,3.933348179,-6.11235E-06,-2.82727E-08,-3.45057E-08,-4.14501E-06,-6.09379E-08,-3.97488E-08,-1.32857E-07,-1.70595E-08,6.85165E-06,1.32857E-07,1.18102E-07,-5.0266E-09,0,-1.32548E-07,-4.81007E-08,1.83123E-07,-1.37404E-07,-4.71727E-08,0,-2.0292E-07,-5.33748E-09,0,0,-7.16098E-09,2.28749E-07,-1.18411E-08,3.3655E-08,1.46622E-06,-1.70131E-07,3.2526E-09,1.1971E-08,-4.49456E-09,1.10709E-07,1.15225E-08,1.70131E-08,4.02128E-10,4.12955E-10,1.34558E-10,-1.7539E-09,3.1134E-08,-3.04225E-09,0,4.67087E-07,5.2586E-09,5.28953E-09,0,2.01064E-09,0,3.82486E-09,0,-1.60233E-09,1.43993E-09,0,-1.94414E-08,-1.52035E-09,-1.21257E-08,0,0,-8.49109E-10,-6.60418E-09,1.31465E-09,-1.34249E-09,0,-2.78087E-09,-1.53118E-10,-5.20137E-09,0,-9.26441E-10,0,-1.62862E-09,1.11513E-09,0,0,-1.48478E-10,0,6.65986E-09,9.17316E-10,2.6757E-10,1.43838E-10,0,0,0,-6.15565E-10,-4.14501E-11,1.6379E-09,0,0,0,1.80958E-10,9.43455E-11,,,,,,,,,,,,,,,,,,,,,,
36,p_6_1_13,0.669,27-May,m,100,1.7,17,,101.3040331,3.00636757,165.4765091,1.342604426,1.609440573,0.67,71.33,1.231949315,0.236297197,3.767184254,-6.04793E-06,-3.09239E-08,-2.0309E-08,-2.62175E-06,-3.31236E-08,1.98486E-08,-7.64784E-08,4.14365E-09,-8.95232E-07,3.97739E-08,1.10868E-07,-7.32812E-09,0,-2.61408E-07,-3.10773E-08,1.17403E-07,-1.2853E-07,-3.9646E-09,0,-1.11648E-07,-4.86751E-09,0,0,-1.12543E-09,1.26611E-08,1.96171E-08,7.66702E-08,6.86132E-06,7.48158E-08,1.92219E-08,7.27184E-07,-2.17669E-09,2.22401E-07,3.28422E-08,4.25747E-07,1.87231E-07,1.1936E-08,5.16549E-09,4.26514E-09,6.54159E-08,4.24596E-08,4.61172E-09,3.81113E-07,3.39421E-09,3.40956E-09,0,6.1771E-08,0,4.86751E-08,0,1.30192E-08,8.45099E-09,2.76243E-08,3.32515E-09,1.12927E-09,9.69409E-09,0,0,0,1.17659E-09,1.40168E-09,4.28433E-10,2.18565E-08,0,6.34208E-09,8.0443E-10,0,1.98614E-09,8.83722E-10,6.08758E-10,4.87262E-10,2.42352E-09,0,1.26599E-08,0,2.41521E-07,2.19396E-08,7.14907E-10,7.99315E-10,0,2.59234E-09,0,1.36331E-09,0,4.27154E-08,6.29348E-09,8.80781E-09,0,1.10753E-09,3.44025E-10,,,,,,,,,,,,,,,,,,,,,,
12,P_15_6_4,0.726,25-May,m,100,1,10,,0.751055222,4.470639672,0.480673371,1.481101321,1.140992887,7.67,16.33,2.096628006,0.56984502,6.470997924,-6.03471E-06,-3.56773E-08,-2.83767E-08,-4.0145E-06,1.14931E-08,-3.71342E-08,-7.67288E-08,-9.74488E-09,-7.67288E-06,-2.16913E-08,1.18913E-07,-1.74663E-08,0,-2.15941E-07,-4.49527E-08,2.13028E-07,-1.33159E-07,-6.03794E-08,0,-1.7693E-07,-4.02907E-09,0,0,0,-4.56812E-08,-9.27221E-09,1.05057E-08,-4.06307E-08,-1.33709E-07,1.39536E-09,7.75382E-09,-3.60982E-09,9.00835E-08,-4.54222E-09,1.4245E-08,9.37257E-08,6.61422E-09,-1.07323E-09,0,3.58877E-08,6.29694E-10,0,2.40708E-07,1.38727E-09,1.43745E-09,0,1.86804E-08,0,2.28891E-08,0,2.76321E-09,1.12018E-09,-1.7434E-07,-1.23834E-08,-1.62199E-09,-1.78548E-08,0,0,0,-8.01282E-09,4.62963E-10,-2.24359E-09,0,-3.67942E-10,-1.32738E-09,-5.73686E-09,0,-1.69969E-09,0,-1.60418E-09,-3.45118E-09,0,0,0,0,1.59285E-08,1.50868E-09,0,0,0,0,0,0,0,1.49087E-08,2.76807E-09,0,0,0,1.31766E-09,,,,,,,,,,,,,,,,,,,,,,
28,P_22_1_10,0.726,24-May,f,100,,,16.33,0.50788961,3.611040111,0.487160643,1.213997444,1.548572925,5.67,15.33,1.721867764,0.413324017,5.546908069,-6.03437E-06,-5.13E-08,8.81E-08,0,0,1.4383E-06,-1.45171E-07,1.84393E-08,1.42794E-05,1.56377E-07,1.63322E-07,-7.65757E-09,-1.28701E-08,6.87653E-08,-6.35018E-08,1.45171E-06,-1.82135E-07,3.95613E-08,0,7.08198E-07,0,0,0,-1.377E-08,1.07478E-08,-2.60204E-09,2.029E-08,1.6412E-06,-8.64235E-08,4.15988E-10,1.06459E-08,-6.36716E-09,1.5378E-07,1.88468E-09,9.55922E-08,6.0853E-08,4.63529E-09,0,1.65376E-09,2.01779E-08,2.71665E-10,0,4.27533E-07,3.97311E-09,3.94424E-09,0,1.25475E-08,0,1.74036E-08,0,3.28715E-09,2.95436E-10,-1.99776E-07,-5.00374E-09,-5.85778E-10,0,0,0,0,-1.03063E-08,-1.88638E-09,-3.46713E-09,0,-2.38556E-09,-4.82206E-10,-6.74409E-09,0,-1.59603E-09,0,-2.07824E-09,1.15458E-10,0,0,1.03572E-10,0,2.42461E-08,2.30746E-09,0,0,0,0,0,0,0,4.26854E-09,0,0,0,0,1.1359E-09,,,,,,,,,,,,,,,,,,,,,,
22,P_2_4_11,0.689,28-May,m,90,2.2,22,,0.660731697,4.129571086,0.492330187,1.344330845,0.767051568,1.67,69.33,1.064678731,0.205755492,3.712631923,-5.96528E-06,-1.92778E-08,-3.08333E-08,-4.66667E-06,-4.77778E-08,-5.06389E-08,-1.68889E-07,-7.61111E-09,4.34722E-06,9.19444E-08,1.01764E-07,-1.125E-08,0,-1.1375E-07,-5.87222E-08,4.17083E-07,-1.33333E-07,-9.11111E-08,0,-2.27222E-07,-6.26389E-09,0,0,-8.83333E-09,7.33333E-08,-3.57778E-09,1.9125E-08,2.62083E-06,-1.77083E-07,9.30556E-11,2.53472E-08,-4.56996E-09,1.36403E-07,5.93056E-09,2.88889E-08,2.18056E-09,-1.875E-10,-1.625E-10,-1.59861E-09,3.20694E-08,-8.33333E-10,0,8.13889E-07,4.95972E-09,4.95972E-09,0,2.68056E-09,0,5.00694E-09,0,-1.19444E-09,9.45833E-10,0,-2.01389E-08,-1.59306E-09,-1.53889E-08,0,0,-6.69444E-10,-5.05556E-09,-1.75278E-09,-1.95833E-09,0,-2.45417E-09,3.38889E-10,-5.45278E-09,0,-1.49583E-09,0,-1.80833E-09,-4.72222E-11,0,0,1.60278E-09,0,6.54583E-08,5.65278E-09,-1.89722E-10,9.38889E-11,0,0,0,1.02778E-10,5.29167E-11,2.39722E-09,0,0,0,-1.08333E-10,6.30556E-10,,,,,,,,,,,,,,,,,,,,,,
14,P_17_1_8,0.681,25-May,m,100,1,10,,1.015008577,8.459586108,0.164426443,1.493484451,1.386356435,4.33,14.67,1.572611555,0.361588841,4.899504975,-5.94432E-06,-1.87484E-08,-1.88425E-08,-4.81252E-06,-2.82167E-08,-2.80913E-08,-9.17043E-08,4.96928E-09,-5.84713E-06,3.84061E-08,3.41579E-07,-5.89416E-09,0,-1.50489E-08,-4.01461E-08,1.7996E-06,-1.2953E-07,-2.06922E-08,0,-1.50489E-07,-2.27458E-09,0,0,0,-6.59487E-08,1.87328E-08,4.38613E-08,1.92814E-06,-1.14434E-07,4.43629E-09,6.11362E-09,-3.85628E-09,3.91899E-07,4.92225E-09,1.03148E-07,8.38663E-08,8.02608E-09,7.19526E-10,0,4.44256E-08,2.89378E-09,0,2.76477E-06,1.09732E-08,1.08791E-08,0,1.85446E-08,0,1.99241E-08,0,2.83735E-09,2.38901E-09,-5.97254E-08,-1.23464E-08,-1.14748E-09,-1.04715E-08,0,0,0,-1.08478E-08,1.43435E-09,-2.19463E-09,0,-4.85954E-11,2.8687E-10,-4.68711E-09,0,-1.64597E-09,0,-1.59424E-09,-3.41109E-09,0,0,0,0,4.73884E-08,3.43774E-09,0,0,0,0,0,0,0,1.13494E-08,1.87641E-09,0,0,0,1.51743E-09,,,,,,,,,,,,,,,,,,,,,,
35,P_4_11_1,0.683,28-May,m,100,1,10,,0.850199663,4.947960808,0.444636643,1.071049977,1.017753255,1.67,73,1.088461888,0.180972778,3.812835762,-5.94346E-06,-2.71531E-08,-2.70514E-08,-4.53278E-06,-7.3367E-08,-3.63058E-08,-1.51528E-07,-1.33368E-08,5.33182E-06,1.40923E-07,1.71141E-07,-1.40923E-09,0,-7.14784E-08,-4.83787E-08,5.95508E-07,-1.40342E-07,-3.87901E-08,0,-1.91045E-07,-5.07903E-09,0,0,-8.03405E-09,3.94584E-07,-1.909E-09,3.22524E-08,1.85379E-06,-1.57194E-07,2.99279E-10,1.95258E-08,-5.1954E-09,1.84217E-07,1.95258E-08,2.36954E-07,5.12843E-09,2.19665E-09,1.90318E-10,-1.78115E-09,7.60257E-08,4.34391E-10,0,1.07741E-06,6.47954E-09,6.47954E-09,0,3.48675E-09,0,6.56235E-09,0,9.77743E-10,3.83543E-10,0,-1.39034E-08,-9.73384E-10,-1.26395E-08,0,0,0,-5.69503E-09,1.5487E-09,-1.10704E-09,0,-4.19863E-10,1.07508E-10,-5.24611E-09,0,-3.05091E-10,0,-9.08008E-10,4.06788E-11,0,0,7.59821E-10,0,6.59868E-08,5.59769E-09,1.22036E-10,1.18985E-10,0,0,0,-4.55166E-10,3.74826E-11,2.24024E-09,0,0,0,-4.59089E-10,-9.00744E-11,,,,,,,,,,,,,,,,,,,,,,
34,P_24_6_4,0.731,23-May,m,100,1.2,12,,1.036933431,5.444586444,0.440510018,1.175242708,1.060069079,0,72.67,2.069411085,0.572618191,7.339777908,-5.84981E-06,-2.61692E-08,-3.64878E-09,4.72772E-06,8.33726E-08,-6.27746E-09,-8.98462E-08,-2.23438E-08,1.11621E-05,1.50071E-07,2.83859E-07,-1.48305E-08,-7.63104E-09,2.45213E-08,-4.97685E-08,1.45402E-06,-1.62116E-07,3.25643E-08,-2.15788E-11,-1.32415E-07,-5.14164E-09,-3.39375E-10,0,-2.10295E-08,1.38104E-08,1.66745E-08,3.76452E-08,1.30846E-06,-7.82721E-08,9.51428E-09,1.20174E-07,-6.41478E-09,3.45398E-07,3.60954E-09,2.25793E-07,8.99443E-08,4.54724E-09,0,3.44083E-09,3.93322E-08,0,0,2.47254E-06,9.89878E-09,0,0,0,0,2.90333E-08,0,1.8597E-09,0,0,-4.37461E-09,-1.42224E-09,-1.52032E-08,0,0,0,-1.40654E-08,0,-5.48297E-09,0,0,0,-9.48486E-09,0,-3.67232E-09,0,0,-2.54826E-09,0,0,0,0,8.33726E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22003E-10,,,,,,,,,,,,,,,,,,,,,,
14,P_17_1_8,0.678,23-May,m,100,1.3,13,,1.015008577,8.459586108,0.164426443,1.493484451,1.386356435,4.33,14.67,1.619597062,0.385952703,5.130747004,-5.84184E-06,-3.67533E-08,-2.34834E-08,7.33132E-06,1.14516E-07,0,-6.80904E-08,-2.93059E-08,6.46085E-06,3.36583E-08,4.57869E-08,-3.21882E-08,-7.52476E-09,-1.32505E-07,-5.93856E-08,4.66187E-08,-1.56492E-07,-1.96534E-08,-2.12782E-11,-1.71E-07,0,0,0,-2.04465E-08,-2.23228E-08,-1.22663E-08,4.21696E-09,-6.22098E-08,-1.0465E-07,1.81445E-09,3.03699E-09,-5.40009E-09,2.88804E-08,-6.16682E-09,7.07985E-08,4.6638E-08,0,0,0,1.78544E-09,0,0,-2.79411E-10,0,-1.28443E-09,0,4.59803E-08,0,0,0,0,0,0,-9.59455E-09,0,-2.71588E-08,0,0,0,-1.58039E-08,0,0,0,0,0,0,0,0,0,0,-4.11444E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.49396E-09,0,0,0,0,2.07366E-09,,,,,,,,,,,,,,,,,,,,,,
26,P_21_15_3,0.714,23-May,m,100,1,10,,0.446870105,3.448016861,0.453211154,0.78237035,0.703308058,0.33,72.33,2.133377086,0.48544672,6.27614575,-5.8186E-06,-3.1734E-08,-1.78872E-09,2.52525E-06,2.31481E-09,1.42045E-08,-1.21633E-07,-4.10354E-09,8.54377E-06,1.45202E-07,3.0766E-07,-1.02062E-08,-7.41835E-09,6.14478E-08,-2.81145E-08,8.61742E-07,-1.3428E-07,1.66246E-08,-2.31481E-11,-1.28577E-07,-2.61785E-09,-4.31397E-10,0,-1.61616E-08,7.97559E-09,1.09428E-08,3.07449E-08,1.89226E-06,-7.97559E-08,7.23064E-09,1.01431E-08,-6.88131E-09,3.26115E-07,1.01221E-08,2.00126E-07,7.40109E-08,4.26978E-09,0,1.93392E-09,1.17698E-08,0,0,1.28178E-06,6.13215E-09,0,0,0,0,2.36532E-08,0,1.61827E-09,0,0,-5.15152E-09,-7.21801E-10,-1.22054E-08,0,0,0,-1.41625E-08,0,-4.133E-09,0,0,0,-8.03662E-09,0,-3.56902E-09,0,0,-2.49158E-09,0,0,0,0,1.2037E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88215E-10,,,,,,,,,,,,,,,,,,,,,,
18,P_2_1_3_B,0.653,27-May,m,100,1,10,,0.429532911,5.872177754,0.174624224,2.054754378,1.048246208,0,100,1.297754955,0.258954351,4.672932197,-5.79675E-06,-2.69855E-08,-1.69883E-08,-2.51678E-06,-1.08361E-08,-3.13432E-09,-6.55994E-08,1.14187E-09,-2.12062E-06,3.02946E-08,1.84564E-07,-6.79297E-09,0,-2.05071E-07,-3.64467E-08,7.4478E-07,-1.32049E-07,-2.62164E-08,0,-1.44016E-07,-4.61875E-09,0,0,-4.10142E-09,-3.20889E-08,-6.25699E-09,-4.14802E-09,-3.08771E-08,0,0,0,-1.96751E-09,9.67095E-09,-1.46229E-08,-3.09937E-08,6.88619E-09,-3.63884E-09,-1.81534E-09,-2.27908E-09,7.13087E-10,-3.42095E-09,-3.77517E-10,4.9182E-08,-3.73788E-09,-3.73788E-09,0,5.80257E-09,0,4.11074E-09,0,-9.83757E-09,-3.9814E-09,-8.02806E-08,-1.28868E-08,-1.4052E-09,-1.58347E-08,0,0,-1.15818E-09,-6.67645E-09,-2.88497E-09,-1.72446E-09,-3.66681E-09,0,-8.47082E-10,-4.14919E-09,0,-2.52377E-09,0,-2.10897E-09,-2.51328E-09,0,0,-5.88413E-10,0,5.989E-09,0,-2.8675E-10,0,0,4.03151E-10,-4.31581E-10,-7.35226E-10,1.13605E-10,3.48504E-09,7.53868E-10,8.70386E-10,0,-5.82588E-12,3.647E-10,,,,,,,,,,,,,,,,,,,,,,
19,P_2_13_6,0.718,25-May,m,100,1,10,,0.760242608,5.577318894,0.318811848,1.528840161,0.745178507,1.33,73,0.984025813,0.177860843,3.537671152,-5.78265E-06,-2.81892E-08,-2.1689E-08,-3.57096E-06,-1.81016E-09,-4.18971E-08,-4.54186E-08,-7.86598E-09,-4.93681E-06,1.56332E-08,1.55674E-07,-1.55509E-08,0,-1.46788E-07,-3.60881E-08,7.08268E-07,-1.18796E-07,-2.40258E-08,0,-1.54193E-07,-5.66746E-09,0,0,0,-7.90054E-08,3.23196E-09,1.82991E-08,2.35486E-07,-1.06306E-07,5.66087E-10,7.93181E-09,-4.04818E-09,1.87006E-07,1.48104E-10,-3.63678E-08,5.3334E-08,5.20011E-09,1.31813E-09,0,1.76228E-08,2.90284E-09,0,1.05993E-06,3.92147E-09,3.90337E-09,0,9.05082E-09,0,1.55016E-08,0,3.97578E-09,3.02791E-10,-1.57961E-07,-1.37803E-08,-4.3773E-10,-1.42674E-08,0,0,0,-9.75843E-09,4.31313E-09,-6.64824E-10,0,-2.42726E-10,-9.03436E-10,-4.03831E-09,0,-1.72788E-09,0,-7.68497E-10,-3.06905E-09,0,0,0,0,2.23637E-08,1.86447E-09,0,0,0,0,0,0,0,1.38066E-08,1.78548E-09,0,0,0,7.81661E-10,,,,,,,,,,,,,,,,,,,,,,
36,P_6_1_19,0.691,23-May,m,100,1.3,13,,0.376182129,2.902266765,0.556976432,1.548734333,2.094695889,1.33,69,1.334486134,0.259643386,4.483956326,-5.7771E-06,-3.73424E-08,-1.05445E-08,1.21421E-06,-8.94683E-09,-1.00758E-08,-1.78937E-07,-6.4971E-09,1.39528E-05,1.44853E-07,1.41445E-08,-3.31885E-08,-8.28455E-09,-8.77641E-08,-4.47768E-08,-1.06723E-07,-1.38271E-07,-1.3612E-08,-2.34322E-11,-1.20782E-07,-5.87082E-09,6.32669E-10,0,-1.07788E-08,9.28766E-09,-5.99012E-09,2.76926E-11,-3.17612E-08,-6.32669E-08,1.76167E-09,6.60361E-09,-4.93993E-09,1.88309E-08,-3.26772E-09,8.06919E-08,5.04644E-08,2.87577E-09,0,3.87696E-10,-4.73117E-09,0,0,5.36384E-08,2.42843E-09,0,0,0,0,1.85349E-08,0,1.0651E-10,0,0,-3.4211E-09,-1.1993E-09,-1.69351E-08,0,0,0,-1.11835E-08,0,-4.19862E-09,0,0,0,-7.10634E-09,0,-2.73304E-09,0,0,9.79891E-11,0,0,0,0,1.25043E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27812E-10,,,,,,,,,,,,,,,,,,,,,,
41,P_6_6_20,0.64,28-May,f,10,,,4,0.8909291,5.823591399,0.332941475,1.666242909,0.87275937,5.67,18.67,1.675708813,0.321820415,5.514732628,-5.74656E-06,-3.1134E-08,-4.53776E-08,-4.284E-06,-2.76959E-08,-5.96349E-08,-1.26064E-07,-1.19925E-08,1.99192E-06,7.25824E-08,1.53214E-07,-9.22288E-09,0,-1.93326E-07,-5.5883E-08,7.48608E-07,-1.34796E-07,-6.26228E-08,0,-2.09834E-07,-5.0644E-09,0,0,-6.30321E-09,5.86662E-09,-2.38758E-10,4.07799E-08,1.92644E-07,-1.53078E-07,-2.4708E-09,6.94444E-09,-4.92523E-09,2.06287E-07,1.96464E-09,-3.78193E-08,8.568E-09,2.22386E-09,-4.03842E-10,-2.142E-10,5.0221E-08,6.30321E-10,0,1.29707E-06,7.2446E-09,7.31281E-09,0,1.37797E-09,0,5.86117E-09,0,1.25518E-09,1.82957E-09,0,-1.44483E-08,-1.50895E-09,-1.0901E-08,0,0,-6.73979E-10,-5.75748E-09,-8.59528E-10,-1.91416E-09,0,-3.08339E-10,1.6372E-10,-5.05621E-09,0,-8.81358E-10,0,-1.92098E-09,-5.03438E-10,0,0,1.07509E-09,0,6.62928E-08,6.16268E-09,-7.12181E-11,1.7327E-10,0,0,0,5.97577E-10,7.01266E-11,1.25109E-09,0,0,0,-3.27439E-11,4.74787E-10,,,,,,,,,,,,,,,,,,,,,,
36,P_6_1_17,0.671,25-May,m,100,1,10,,0.196711402,2.518082554,0.344517341,1.835375888,1.229294902,1.67,15,1.929232785,0.525551148,6.795028986,-5.72486E-06,-2.39325E-08,-1.32863E-08,-4.90702E-06,-2.1522E-08,-4.69037E-08,-9.16839E-08,-5.7966E-09,-4.59137E-06,7.46097E-09,1.61846E-07,-1.48502E-08,0,-4.0318E-08,-4.7822E-08,7.13958E-07,-1.24871E-07,-4.41919E-08,0,-1.66437E-07,-2.89113E-09,0,0,0,2.86961E-08,2.43916E-09,2.65008E-08,2.16081E-06,-1.14497E-07,4.74489E-09,1.24828E-08,-3.52961E-09,1.94416E-07,1.75046E-09,1.82507E-07,7.24862E-08,6.29448E-09,-2.86961E-10,0,3.7061E-08,3.16374E-09,0,1.27597E-06,5.61869E-09,5.47521E-09,0,2.3459E-08,0,2.1522E-08,0,1.48215E-09,1.41328E-09,-1.17654E-07,-6.9301E-09,-7.81967E-10,-1.10623E-08,0,0,0,-7.63315E-09,-7.54706E-10,-1.18084E-09,0,-4.54832E-11,1.27697E-10,-4.97159E-09,0,-1.50654E-09,0,-1.4018E-09,-2.00729E-09,0,0,0,0,5.60864E-08,4.31876E-09,0,0,0,0,0,0,0,1.72176E-08,3.09343E-09,0,0,0,1.85376E-09,,,,,,,,,,,,,,,,,,,,,,
22,P_2_4_11,0.715,23-May,m,100,2.2,22,,0.660731697,4.129571086,0.492330187,1.344330845,0.767051568,1.67,69.33,2.501145633,0.587596537,7.066011829,-5.68832E-06,-1.89338E-08,1.68301E-08,4.92239E-06,9.10948E-08,9.5384E-09,-6.35212E-08,-1.75449E-08,6.94444E-06,2.8942E-07,9.96324E-07,1.93423E-08,-7.94526E-09,1.7402E-07,-1.17239E-08,2.17116E-06,-1.56516E-07,3.57435E-08,-2.24673E-11,-4.22794E-08,-1.99959E-09,6.63807E-10,0,-1.91176E-08,3.14747E-08,2.31618E-08,6.32966E-08,2.77063E-06,-6.94444E-08,4.60784E-09,8.06781E-09,-6.67892E-09,1.17375E-06,1.99755E-08,3.36397E-07,1.33946E-07,6.93015E-09,0,8.39257E-09,4.83047E-08,0,0,2.95833E-06,1.29126E-08,0,0,0,0,3.87663E-08,0,3.1924E-09,0,0,-6.76062E-09,-7.29167E-10,-1.7116E-08,0,0,0,-1.48489E-08,0,-5.02451E-09,0,0,0,-8.63766E-09,0,-4.72631E-09,0,0,-2.90441E-09,0,0,0,0,3.24755E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19118E-10,,,,,,,,,,,,,,,,,,,,,,
2,P_1_5_4,0.703,23-May,m,100,1.2,12,,0.866194642,4.106051434,0.646515541,1.112887603,0.700931183,0,100,2.041987975,0.320913209,5.867411438,-5.66833E-06,-4.25965E-08,6.13327E-10,4.94619E-06,7.83476E-08,1.46209E-08,-6.98401E-08,-9.49668E-09,7.97325E-06,1.02683E-07,1.73413E-07,-2.04376E-08,-7.69626E-09,-2.73029E-08,-4.40408E-08,4.15677E-07,-1.50839E-07,-2.9875E-09,-2.17632E-11,-1.09014E-07,-3.09829E-09,-2.53245E-10,0,-1.34338E-08,-8.23045E-09,-6.50661E-09,2.39395E-08,4.67118E-07,-7.85454E-08,-1.59267E-09,1.02089E-08,-6.46961E-09,1.84038E-07,4.68898E-09,1.34141E-07,6.58436E-08,3.69777E-09,0,2.57399E-09,2.16089E-08,0,0,4.66524E-07,2.5463E-09,0,0,0,0,1.98243E-08,0,1.0842E-09,0,0,-2.83713E-09,-7.67648E-10,-1.28007E-08,0,0,0,-1.20489E-08,0,-3.80461E-09,0,0,0,-8.54899E-09,0,-3.14973E-09,0,0,-2.77382E-09,0,0,0,0,4.97191E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19991E-10,,,,,,,,,,,,,,,,,,,,,,
39,P_6_3_10,0.666,25-May,m,100,1.3,13,,0.691869575,7.001367682,0.21243658,1.107170243,1.196558795,3,18.33,1.56456463,0.339813118,4.862726557,-5.66228E-06,-1.66667E-08,-2.65643E-08,-4.4152E-06,0,-4.51316E-08,-7.32456E-08,-1.10819E-08,-6.50585E-06,1.71053E-08,2.27193E-07,-7.5E-09,0,-2.88012E-08,-3.65058E-08,5.68713E-07,-1.23538E-07,-6.88596E-08,0,-1.72661E-07,-4.36111E-09,0,0,0,-7.30994E-10,-7.27924E-09,3.84503E-08,2.26901E-06,-1.23684E-07,8.04094E-10,3.6345E-08,-1.15351E-09,1.39678E-07,8.45029E-09,-2.63158E-08,1.30409E-08,3.51023E-09,4.86842E-10,0,4.53655E-08,3.3231E-09,0,5.6769E-07,2.45906E-09,2.44298E-09,0,-2.17836E-09,0,2.3538E-09,0,-1.27924E-09,3.69444E-09,-1.07456E-07,-1.39474E-08,-1.45322E-09,-1.34357E-08,0,0,0,-9.40058E-09,-1.06433E-09,-1.71053E-09,0,-3.95614E-10,1.11111E-10,-5.98099E-09,0,-1.53509E-09,0,-1.71199E-09,-2.53509E-09,0,0,0,0,6.86696E-08,6.60819E-09,0,0,0,0,0,0,0,3.56871E-09,4.26901E-10,0,0,0,9.22515E-10,,,,,,,,,,,,,,,,,,,,,,
