Fam #,Sample Name,Cholor.,Date PTR,Sample_Sex,%_Exp,Avg_Male_Buds/Stem,Total _Buds,Avg_Arch,Avg_Area _Week_3,Avg_Perimeter_ Week 3,Avg_Circularity_Week 3,Avg_Perimeter_Rate,Avg_Area_Rate,Avg_21_days,Avg_Days_til_Gam,Leaf_Length_Average,Leaf_Average_Area,Leaf_perimeter_average,m29.9975_FLUX,m30.99783_FLUX,m31.01783_FLUX,m31.9908_FLUX2,m32.99853_FLUX,m33.03230_FLUX,m33.98721_FLUX,m34.02317_FLUX,m37.0289_FLUX,m39.0326 (cluster (H2O)H3O+_(18O)) (Conc),m41.0375_FLUX,m42.0343 (acetonitrile H+) (Conc),m42.95810 (m43_1) (Conc),m43.01734_FLUX,m44.0626_FLUX,m45.0335_FLUX,m45.99328_FLUX,m46.03111_FLUX,m46.06609_FLUX,m47.0128_FLUX,m47.9847_FLUX,m49.0239_FLUX,m49.05240_FLUX,m49.9923 (chloromethane) (Conc),m55.0390 (cluster (H2O)2-H3O+) (Conc),m57.02382_FLUX,m57.05991 (cluster (H2O)2-H3O+_(18O)) (Conc),m59.0439_FLUX,m61.0290_FLUX,m62.0294_FLUX,m63.023_FLUX,m69.00377_FLUX,m69.06994_FLUX,m71.0354_FLUX,m73.0376 (butyraldehyde H+) (Conc),m75.0446_FLUX,m77.0597_FLUX,m79.05478_FLUX,m81.0699_FLUX,m83.0585_FLUX,m85.0648_FLUX,m86.0362_FLUX,m87.0441_FLUX,m89.05810 (butyric acid H+) (Conc),m89.09610_FLUX,m90.00000_FLUX,m91.00000_FLUX,m92.00000 (nominal 92) (Conc),m93.0699_FLUX,M94_FLUX,m95.00000-FLUX,m97.00000_FLUX,m98.00000 (nominal 98) (Conc),m99.080 (cyclohexanone H+) (Conc),m100.00000_FLUX,m101.00000_flux,m103.1117_FLUX,m104_FLUX,m105_FLUK,m106.00000_FLUX,m107.0855_FLUX,m108.0000_FLUX,m109.00000 (nominal 109) (Conc),m110.00000_FLUX,m111.00000_FLUX,m113.00000_FLUX,m114.00000_FLUX,m115.00000_FLUX,m119.00000_FLUX,m121.1012_FLUX,m124.00000_FLUX,m125.00000_FLUX,M126_FLUX,m127.00000_FLUX,m128.00000_FLUX,m129.00000_FLUX,m130.00000_FLUX,m135.1168_FLUX,m137.1325 (terpenes H+) (Conc),m138.00000 (nominal 138) (Conc),m139.1481 (menthol dehydrated) (Conc),m141.00000_FLUX,m143.00000_FLUX,m148.00000_FLUX,m149.00000_FLUX,m150.00000_FLUX,m151.00000_FLUX,m153,m163.00000_FLUX,m204.00000_FLUX,,,,,,,,,,,,,,,,,,,,,,
15,P_17_2_18,0.729,29-May,f,100,,,13.33,0.762151871,4.438420663,0.485246727,0.838014843,0.575811654,2,100,1.740277477,0.325738757,4.97558347,-9.14156E-07,-3.13873E-10,-1.0142E-08,-2.02056E-06,-1.84401E-08,-5.84196E-08,-8.90615E-08,-1.51051E-09,1.15741E-06,1.10444E-07,3.00337E-07,5.84589E-09,0,-1.82439E-08,-3.0073E-08,1.16055E-06,-2.70716E-08,-3.02103E-08,0,-6.94444E-08,-1.34181E-09,0,0,-8.02338E-09,1.16133E-07,3.20347E-09,5.02001E-08,9.6516E-07,-5.80665E-08,7.67028E-10,1.3732E-08,-5.57713E-09,2.88763E-07,8.043E-09,0,2.11668E-07,1.38928E-08,1.53406E-09,-1.08875E-09,3.60758E-08,4.73949E-09,0,1.4191E-06,9.20041E-09,9.25926E-09,0,7.10923E-08,0,6.05579E-08,0,1.30061E-08,7.91353E-09,0,-1.98917E-08,-1.7263E-10,3.3349E-10,0,0,3.11911E-10,2.9818E-09,-1.21234E-09,-3.27605E-10,0,0,0,-1.5419E-09,0,1.38497E-09,0,-1.55563E-09,1.2398E-09,0,0,0,0,3.84102E-09,0,9.98509E-10,2.18142E-09,0,0,0,0,0,5.38489E-08,8.22544E-09,1.16388E-08,0,2.35013E-09,6.10091E-10,,,,,,,,,,,,,,,,,,,,,,
36,P_6_1_5,0.65,25-May,f,80,,,12.33333333,0.777496856,9.206295823,0.123853217,1.084394969,1.620835609,0,100,1.993476694,0.519450631,7.09357125,-9.03961E-07,-7.79428E-09,-4.98307E-09,-3.59444E-06,-8.0498E-08,6.94793E-09,-1.63221E-07,-1.13675E-08,5.96266E-06,1.05892E-07,1.5415E-07,4.81065E-09,0,8.08339E-08,-2.30563E-08,2.70493E-07,-1.97313E-08,-2.52814E-08,0,-6.81861E-08,-1.75699E-09,0,0,-1.00313E-08,-2.92896E-09,-1.88335E-09,2.93107E-08,6.86641E-07,-1.18596E-08,-7.43885E-11,3.25179E-11,9.77458E-10,9.29625E-08,1.24385E-08,9.14359E-08,8.15536E-08,1.09616E-08,3.0761E-09,1.47293E-09,3.65509E-08,5.51996E-09,0,1.66388E-07,2.85083E-09,3.05295E-09,0,1.94508E-08,2.19541E-09,2.10041E-08,1.80079E-09,1.17118E-08,5.07497E-09,0,-5.78059E-09,-1.14136E-10,3.25456E-09,6.77401E-10,9.87638E-10,0,3.03179E-09,2.44387E-09,-3.03164E-11,0,0,2.40816E-09,4.84395E-10,0,0,3.73136E-10,1.02244E-09,2.3635E-09,0,0,2.27403E-09,0,3.63722E-08,3.74061E-09,0,1.63123E-09,0,2.50487E-09,0,1.19526E-09,0,1.51016E-08,2.19207E-09,0,0,2.20912E-09,1.3124E-09,,,,,,,,,,,,,,,,,,,,,,
8,P_14_16_4,0.67,28-May,f,100,,,7.67,0.078670385,1.493083115,0.35951813,1.431037421,0.819899312,0,100,1.64050094,0.282569342,5.84608208,-8.9436E-07,2.7883E-08,1.20213E-07,-1.67035E-06,-6.91814E-08,4.99395E-07,-1.26394E-07,-1.85448E-09,-4.9979E-07,2.09649E-07,6.49463E-07,4.28635E-08,2.95139E-06,0,1.12584E-07,3.61374E-05,-1.90709E-07,1.85711E-06,4.25216E-08,8.66346E-07,2.65415E-08,5.22017E-09,4.81376E-09,-7.62837E-09,6.57618E-08,9.00936E-09,1.0998E-07,9.00279E-06,1.72427E-07,2.05571E-08,3.77473E-07,2.32008E-09,4.85059E-07,4.76904E-08,4.14562E-07,1.35732E-07,8.65425E-09,5.27673E-09,2.1491E-09,8.94492E-08,2.34375E-08,0,1.28064E-06,1.7348E-08,1.73743E-08,0,4.87295E-08,0,4.0746E-08,0,1.27183E-08,1.59933E-08,0,-1.00484E-08,8.73316E-10,8.82523E-09,0,0,2.64362E-10,1.01273E-09,9.40394E-10,0,1.15083E-08,0,4.49153E-09,1.55592E-09,0,4.60596E-09,1.29419E-09,1.2692E-09,1.24158E-09,2.93561E-09,0,0,7.46396E-08,0,7.31403E-09,1.09296E-09,1.29682E-09,0,2.22143E-09,1.00484E-09,1.38231E-09,0,2.11095E-08,3.25258E-09,5.43324E-09,0,2.12016E-09,1.13768E-09,,,,,,,,,,,,,,,,,,,,,,
4,P_11_11_22,0.75,29-May,F,100,,,9.33,,,,,,,,1.528343948,0.30319207,4.56603823,-8.8831E-07,-2.94271E-08,-3.94676E-08,-2.89352E-08,6.94444E-09,-6.02141E-08,-9.28819E-08,-6.94444E-10,-7.58102E-06,-3.44329E-08,1.24392E-07,-9.83796E-09,0,-4.0191E-07,-4.16088E-08,2.37269E-08,-3.58796E-08,-8.10185E-08,0,-6.65509E-08,-8.04398E-10,0,0,-6.48148E-09,1.11892E-07,-2.10388E-08,2.17014E-08,-4.61493E-06,-6.91551E-08,2.40162E-10,3.22049E-08,-2.332E-09,1.10156E-07,5.46875E-09,6.98785E-07,4.78299E-07,3.06424E-08,1.10822E-09,-5.85359E-09,2.79948E-08,1.04167E-10,0,3.19155E-08,2.96007E-09,2.6331E-09,0,1.23987E-07,0,1.02257E-07,0,1.81424E-08,5.0434E-09,0,-3.04977E-08,-2.66782E-09,-1.10822E-08,0,0,6.13426E-10,4.22454E-09,-2.9919E-09,1.00984E-09,0,0,4.71644E-10,-8.53588E-10,0,1.27894E-09,0,-3.28125E-09,8.01505E-10,0,0,0,0,1.57986E-09,0,1.34838E-09,1.61169E-09,0,0,0,0,0,1.14641E-07,1.55613E-08,2.32321E-08,0,3.16262E-09,1.32523E-09,,,,,,,,,,,,,,,,,,,,,,
44,P_9_20_7,0.719,29-May,f,70,,,20,0.806242878,6.992556221,0.208794954,1.553592969,0.912916822,3,45.33,1.306380415,0.254560543,3.832165922,-8.84559E-07,-1.68198E-08,-3.90262E-08,-6.33714E-07,3.11576E-08,2.22592E-08,-6.44275E-08,1.95395E-08,-9.00401E-06,-6.1523E-08,7.31411E-08,-1.11692E-08,0,-3.95015E-07,-4.13234E-08,4.54161E-08,-2.13878E-08,-9.95458E-08,0,-1.00866E-07,-2.51637E-09,0,0,-9.76975E-09,-5.83281E-08,-9.36312E-09,7.65737E-10,-3.97787E-06,-7.92142E-08,-2.68536E-09,9.90177E-09,-6.82034E-09,9.83576E-08,6.46916E-10,6.69888E-08,1.16022E-07,1.12669E-08,2.11502E-09,-7.64681E-09,6.6804E-09,-2.29721E-09,0,1.13804E-07,2.63255E-09,2.48469E-09,0,3.04183E-08,0,2.46092E-08,0,5.68758E-09,-7.44613E-10,0,-2.68536E-08,-9.76975E-10,-9.08323E-09,0,0,-6.6804E-10,1.6635E-09,-3.68082E-09,-5.22814E-10,0,0,-1.27799E-09,-1.64766E-09,0,-1.12748E-09,0,-1.56052E-09,-8.00063E-10,0,0,0,0,3.39829E-09,0,6.38995E-10,1.35984E-09,0,0,0,0,0,3.50417E-08,5.13414E-09,8.10097E-09,0,1.83777E-09,1.71631E-10,,,,,,,,,,,,,,,,,,,,,,
10,P_14_7_3,0.735,29-May,f,90,,,8,0.095803985,1.928970202,0.306762224,1.063003072,0.674926037,0,100,2.334505797,0.672472145,7.945348649,-8.80282E-07,-2.86825E-08,-1.98797E-08,-1.0759E-06,-1.00254E-08,-8.97887E-08,-1.01966E-07,2.22516E-09,1.5894E-06,1.13214E-07,2.44083E-07,-2.32297E-09,0,-2.69709E-07,-3.94415E-08,7.43349E-07,-2.34742E-08,-4.37696E-08,0,-7.33568E-08,3.44777E-10,0,0,-7.36013E-09,3.74609E-07,2.04665E-09,3.59204E-08,-2.4555E-06,-8.36268E-08,-6.89554E-10,8.68789E-08,-6.82218E-09,2.39877E-07,1.44513E-08,3.25704E-07,1.60358E-07,1.03213E-08,2.63106E-09,7.38459E-09,4.48944E-08,3.71185E-09,0,9.4508E-07,4.02973E-09,3.98572E-09,0,5.33793E-08,0,4.65082E-08,0,1.29842E-08,1.37006E-08,0,-2.32541E-08,-1.01721E-09,-4.03462E-09,0,0,3.08099E-10,7.33568E-10,-1.1786E-09,8.33822E-10,0,0,1.11502E-09,-1.04411E-09,0,8.0448E-10,0,-9.04734E-10,1.78991E-09,0,0,0,0,5.30125E-09,0,2.07355E-09,6.77083E-09,0,0,0,0,0,7.44816E-08,1.29621E-08,1.56543E-08,0,3.13967E-09,2.22516E-09,,,,,,,,,,,,,,,,,,,,,,
27,P_21_5_6,0.692,27-May,f,100,,,9.67,,,,,,,,1.431551273,0.246295342,4.709411829,-8.6858E-07,4.61564E-08,5.73179E-08,-2.93723E-07,-9.86069E-08,1.06537E-07,-1.73296E-07,-3.98624E-09,6.5668E-06,2.61833E-07,6.89829E-07,8.07318E-08,0,7.2067E-06,2.5428E-07,6.89136E-05,-3.00017E-07,5.23456E-06,1.5368E-07,4.21702E-07,4.38066E-08,0,0,-1.04272E-08,1.49799E-07,2.27845E-08,1.41281E-07,1.24496E-05,6.58778E-08,2.80295E-08,5.34575E-07,2.97919E-09,7.04935E-07,2.14837E-07,1.14825E-06,4.09953E-07,2.01452E-08,1.37231E-08,1.00369E-08,1.08866E-07,4.19184E-08,6.11782E-09,2.77253E-06,1.0146E-07,1.01439E-07,0,1.62114E-07,0,1.27664E-07,0,2.40643E-08,4.42263E-08,3.61489E-07,-6.49547E-09,2.88687E-09,1.89241E-08,0,0,0,1.40567E-09,1.9071E-09,-2.30782E-11,1.72038E-08,0,8.57461E-09,7.97247E-10,0,7.25915E-09,2.8638E-10,2.0141E-10,1.87143E-09,7.28223E-09,0,1.36057E-08,0,1.31714E-07,1.27308E-08,1.15181E-09,2.55958E-09,0,4.87999E-09,0,3.34634E-09,0,6.49127E-08,1.03558E-08,1.32993E-08,0,1.79381E-09,5.03525E-11,,,,,,,,,,,,,,,,,,,,,,
32,P_22_6_1,0.625,28-May,f,80,,,7.67,0.732472331,4.961547947,0.372037243,1.251366561,0.633078969,,11.67,1.962955895,0.426534898,6.196215002,-8.49022E-07,2.95543E-08,7.56737E-08,-1.53424E-06,-2.87237E-08,7.56737E-09,-5.39867E-08,-7.65965E-09,-1.73034E-06,2.56552E-07,8.1107E-07,4.21281E-08,1.08204E-06,0,4.78728E-08,3.20229E-06,-2.60244E-08,5.43328E-08,0,8.30565E-09,4.79882E-10,6.84062E-10,7.4174E-10,-5.72167E-09,3.64872E-07,1.70843E-08,1.21551E-07,1.03809E-05,1.77303E-07,9.00932E-09,6.61453E-08,-3.06848E-09,7.07018E-07,5.33292E-08,5.4575E-07,-9.68992E-09,1.92645E-09,4.23703E-09,4.03977E-09,7.76347E-08,2.186E-08,0,3.26008E-06,2.0741E-08,2.07641E-08,0,1.73034E-10,0,1.10742E-09,0,7.23283E-09,2.18369E-08,0,-7.02519E-09,1.08896E-09,1.57E-08,0,0,5.0526E-10,-2.19177E-10,-1.53424E-10,0,1.24239E-08,0,6.3146E-09,1.40042E-09,0,6.72527E-09,1.77649E-10,-8.99779E-11,5.19103E-10,3.43646E-09,0,0,2.03754E-07,0,1.76091E-08,5.65245E-10,1.56423E-09,0,3.43185E-09,9.40153E-10,1.21932E-09,0,2.42248E-10,3.80676E-10,4.84496E-10,0,1.70266E-09,8.46715E-10,,,,,,,,,,,,,,,,,,,,,,
12,P_15_6_10,0.745,29-May,f,100,,,7.67,0.440590349,5.447882334,0.215011505,1.166348288,0.98404148,0.67,45.33,1.708149863,0.315873171,5.662355582,-8.33755E-07,8.23202E-10,2.60892E-08,-1.83637E-06,-4.0949E-08,-4.55505E-08,-1.14615E-07,-1.86592E-08,3.96825E-06,3.84161E-07,1.07903E-06,5.20939E-08,0,1.23902E-07,-1.33823E-08,4.57616E-06,-5.00253E-08,7.55657E-08,0,-2.91287E-08,-6.12124E-10,0,0,-7.30328E-09,4.96032E-07,4.2131E-08,1.91468E-07,1.09549E-06,-6.52229E-08,1.61052E-09,1.09992E-07,-6.14235E-09,1.03934E-06,4.87378E-08,8.6014E-07,3.53977E-07,1.88724E-08,4.59093E-09,1.70783E-08,1.349E-07,1.38678E-08,0,5.7164E-06,2.46538E-08,2.46749E-08,0,1.24557E-07,0,9.97552E-08,0,2.21631E-08,5.32126E-08,0,-1.63585E-08,3.33502E-10,3.63053E-09,0,0,3.84161E-10,3.63053E-09,-1.19681E-09,5.82573E-10,0,0,1.43955E-09,7.61989E-10,0,2.39573E-09,0,-1.29601E-09,2.77145E-09,0,0,0,0,2.22687E-08,0,2.68701E-09,1.4672E-08,0,0,0,0,0,7.63678E-08,1.05243E-08,1.63437E-08,0,2.98463E-09,5.06586E-11,,,,,,,,,,,,,,,,,,,,,,
45,P_9_3_6,0.718,25-May,f,60,,,14.33,0.588336544,4.264119639,0.42167426,1.683466738,0.663183731,3.67,14.67,2.328976616,0.608184744,7.589754759,-8.20267E-07,8.21245E-09,3.61038E-08,-2.75272E-06,-8.79454E-08,2.95063E-08,-2.0622E-07,-2.63714E-08,1.59116E-05,3.68812E-07,9.73219E-07,5.18753E-08,0,4.87294E-07,2.29776E-09,4.8801E-06,-2.95436E-08,8.60621E-08,5.84918E-10,-8.54525E-08,5.36339E-09,0,0,1.03265E-09,1.8676E-07,5.63507E-08,1.51911E-07,5.10065E-06,-2.82976E-08,1.18725E-08,1.73582E-07,-4.78229E-09,1.15491E-06,4.56847E-08,6.11019E-07,2.09657E-07,1.968E-08,7.38137E-09,1.32017E-08,9.70273E-08,2.04259E-08,0,6.35729E-06,2.66583E-08,2.76843E-08,0,6.6455E-08,5.78431E-09,5.94836E-08,6.31854E-09,2.59578E-08,4.16018E-08,0,5.81476E-09,1.87781E-09,2.00665E-08,1.02176E-09,1.45863E-09,0,4.75226E-09,4.6343E-09,5.54176E-10,0,0,6.03742E-09,2.11535E-09,0,0,4.94001E-10,2.00029E-09,3.9229E-09,0,0,8.67954E-09,0,1.93831E-07,1.79938E-08,0,3.19571E-09,0,5.77936E-09,0,2.05087E-09,0,3.77183E-08,6.01718E-09,0,0,1.87602E-09,1.10615E-09,,,,,,,,,,,,,,,,,,,,,,
12,P_15_6_11,0.723,25-May,f,40,,,,,,,,,,,#DIV/0!,0.304260834,4.895301214,-8.17761E-07,5.71897E-09,-1.24681E-09,-3.09511E-06,-5.90831E-08,-4.13299E-09,-1.46466E-07,-2.07508E-08,7.2063E-06,1.00304E-07,1.19095E-07,-1.7063E-09,0,1.91081E-07,-1.68754E-08,3.16389E-07,-1.96906E-08,-2.1951E-08,0,-7.14735E-08,5.79723E-10,0,0,-1.22512E-08,3.32655E-08,-3.34734E-09,4.80195E-08,2.6882E-06,-2.8922E-08,2.15491E-09,2.56096E-08,5.33892E-09,1.12905E-07,1.67619E-08,3.199E-07,1.26097E-07,8.73381E-09,4.43324E-09,2.25811E-09,4.56443E-08,9.82499E-09,0,2.82598E-07,1.97064E-09,2.08882E-09,0,3.66333E-08,4.28082E-09,3.39928E-08,2.41426E-09,8.80389E-09,8.10218E-09,0,-3.35415E-09,1.21396E-09,9.5646E-09,2.75992E-10,8.49889E-10,0,2.59807E-09,2.00871E-09,-2.54615E-10,0,0,2.81531E-09,3.88472E-10,0,0,1.32547E-11,9.93597E-11,3.63235E-09,0,0,3.64405E-09,0,5.31399E-08,4.76528E-09,0,1.72538E-09,0,2.38889E-09,0,1.78159E-09,0,3.8395E-08,5.60506E-09,1.49711E-09,0,0,1.04673E-09,,,,,,,,,,,,,,,,,,,,,,
24,P_20_16_13,0.695,25-May,m,,1.4,14,,0.907118625,4.570884061,0.548104561,1.403257775,0.77791248,4.33,12,1.660624951,0.393051561,6.170419898,-8.16357E-07,4.56624E-09,-2.46875E-09,-3.16519E-06,-7.12807E-08,-2.55659E-08,-1.68563E-07,-2.23291E-08,1.06517E-05,1.48368E-07,2.34711E-07,1.03384E-08,0,1.49858E-07,-2.37206E-08,9.2778E-07,-1.83025E-08,-2.21216E-08,0,-8.44102E-08,2.6621E-09,0,0,-2.50365E-09,3.93381E-08,1.34687E-08,5.41387E-08,1.83275E-06,-4.23082E-08,8.06955E-09,6.26366E-08,-3.62627E-09,2.70878E-07,2.11942E-08,1.98792E-07,7.90715E-08,7.41106E-09,4.9256E-09,2.55533E-09,5.08135E-08,1.05512E-08,0,1.32287E-06,6.16272E-09,6.39294E-09,0,2.65536E-08,3.62448E-09,2.57556E-08,1.72182E-09,9.13381E-09,6.57897E-09,0,3.2731E-10,1.72823E-10,1.12046E-08,4.03695E-10,3.39139E-10,0,4.82275E-09,1.77176E-09,3.28329E-10,0,0,5.0975E-09,1.36772E-11,0,0,2.10252E-10,4.86582E-10,2.90394E-09,0,0,7.39603E-09,0,2.71269E-07,2.34158E-08,0,1.55736E-09,0,1.96678E-09,0,1.34819E-09,0,2.83003E-08,4.14386E-09,0,0,1.66991E-09,5.17156E-10,,,,,,,,,,,,,,,,,,,,,,
5,P_11_16_15(2),0.676,25-May,m,100,,,,0.92240027,4.754803704,0.537775518,1.099015717,0.723403245,0,100,#DIV/0!,0.298534523,7.106660791,-8.15434E-07,6.69615E-08,1.31494E-07,-3.03599E-06,-1.0669E-07,6.78692E-08,-2.0762E-07,-3.45582E-08,1.54461E-05,3.09106E-07,6.3066E-07,3.83184E-08,0,1.61109E-06,7.22784E-08,1.72322E-06,-1.6077E-08,1.56618E-08,0,-8.30692E-08,3.56611E-09,0,0,-2.95817E-09,1.34193E-07,1.75929E-09,1.79342E-07,1.9765E-05,1.67595E-08,1.38674E-08,1.15894E-07,3.39977E-08,4.11398E-07,7.08021E-08,1.21282E-06,3.61371E-07,2.48633E-08,6.86815E-09,1.17847E-08,1.33323E-07,2.45952E-08,0,1.71163E-06,1.03528E-08,1.03569E-08,0,1.5514E-07,1.44503E-08,1.21941E-07,1.04314E-08,2.48124E-08,6.17322E-08,0,6.49767E-09,2.86336E-09,3.64073E-08,1.68431E-09,1.02751E-09,0,4.48809E-09,5.24283E-09,9.53647E-10,0,0,8.16284E-09,4.05748E-09,0,0,8.66277E-10,2.55921E-09,3.86047E-09,0,0,8.34659E-09,0,1.17647E-07,1.12154E-08,0,4.12518E-09,0,6.11328E-09,0,3.47217E-09,0,4.76215E-08,7.56715E-09,0,0,1.37492E-09,7.41213E-10,,,,,,,,,,,,,,,,,,,,,,
41,P_6_6_14,0.712,28-May,m,100,1.1,11,,0.575713691,4.219748436,0.41263585,1.232882671,0.928262429,0.33,100,1.325933294,0.310531653,5.021670858,-8.13526E-07,2.54669E-09,-4.96369E-09,-1.76853E-06,-2.2873E-08,1.2085E-07,-6.77938E-08,-1.08588E-08,3.14799E-06,9.03131E-08,1.68011E-07,8.00556E-09,2.18001E-07,0,-7.97019E-09,1.68247E-06,-1.61526E-08,2.5349E-08,0,-9.90379E-09,2.13167E-09,-7.89945E-11,-2.26372E-10,-4.85757E-09,1.22618E-07,-1.09413E-08,3.76226E-08,1.86168E-06,-2.25193E-08,5.73005E-09,5.02971E-08,-1.7426E-09,1.11359E-07,2.72354E-08,2.226E-07,3.84361E-08,-3.78348E-09,3.0631E-09,-5.74184E-10,5.47656E-08,7.89945E-09,0,3.33781E-07,1.04579E-08,1.04461E-08,0,4.53924E-08,0,2.15643E-08,0,-3.90257E-09,2.40874E-09,0,-1.27924E-08,4.52745E-10,4.30343E-09,0,0,-6.24882E-11,6.83833E-10,-2.25193E-10,0,3.96977E-09,0,1.85224E-09,1.30872E-10,0,1.77325E-09,5.4353E-10,2.47595E-10,1.00689E-09,9.1728E-10,0,0,2.40639E-08,0,2.00316E-09,5.97765E-10,4.83399E-10,0,1.83102E-09,6.53179E-10,1.42426E-09,0,2.6811E-08,3.91789E-09,5.6994E-09,0,1.34409E-09,8.67761E-10,,,,,,,,,,,,,,,,,,,,,,
12,P_15_6_6,0.704,25-May,f,100,,,20,0.910894924,5.084527253,0.452545313,1.661711621,0.656699276,10,17.33,1.604855347,0.436837287,5.027602977,-7.8849E-07,7.71319E-09,-3.17345E-08,-3.48472E-06,-7.35253E-08,-2.85548E-08,-2.02916E-07,-1.41386E-09,1.27242E-05,1.2661E-07,4.16822E-08,-8.44398E-09,0,-1.29934E-08,-4.2175E-08,3.86947E-07,-2.92943E-08,-1.73492E-08,0,-7.03838E-08,-2.03022E-09,0,0,1.06695E-09,1.07914E-08,4.71145E-09,2.21706E-08,1.68486E-07,-4.15127E-08,1.11216E-09,1.36433E-08,-4.10698E-09,1.2425E-07,3.29251E-09,6.34813E-08,6.18559E-08,6.5103E-09,5.03311E-10,-5.32113E-10,1.30011E-08,4.79739E-09,0,7.48159E-07,5.06446E-09,5.09305E-09,0,1.91666E-08,1.81949E-09,2.41867E-08,2.33432E-09,1.00044E-08,3.87682E-09,0,3.36678E-10,5.39954E-10,5.5454E-09,4.55209E-10,5.52204E-10,0,3.781E-09,-6.77088E-10,-2.04515E-10,0,0,1.66663E-09,4.47767E-10,0,0,7.90477E-10,3.74973E-10,2.85262E-09,0,0,2.13649E-09,0,1.9246E-08,1.39008E-09,0,1.47563E-09,0,1.89969E-09,0,1.51891E-09,0,1.44206E-08,2.17358E-09,0,0,9.02649E-10,1.41424E-09,,,,,,,,,,,,,,,,,,,,,,
41,P_6_6_14,0.699,24-May,m,100,1.1,11,,0.575713691,4.219748436,0.41263585,1.232882671,0.928262429,0.33,100,1.366849197,0.282144046,4.61709479,-7.82048E-07,3.6195E-08,6.19199E-08,-3.78683E-06,-1.36447E-07,7.65347E-08,-2.48556E-07,-1.26294E-08,1.87353E-05,3.08061E-07,4.35022E-07,3.69307E-08,0,2.72826E-06,9.27262E-08,3.53178E-05,-1.80879E-07,1.40078E-06,1.76367E-08,2.20377E-08,1.24516E-08,0,0,5.3112E-10,1.23114E-07,1.53243E-08,1.08796E-07,1.22369E-05,-3.90941E-09,2.20415E-08,4.17744E-07,3.72705E-09,2.94502E-07,6.88341E-08,4.95735E-07,4.99048E-08,8.66973E-10,3.54498E-09,0,1.03406E-08,3.05793E-08,3.59922E-09,4.40425E-07,1.94296E-08,1.93855E-08,0,3.13247E-08,0,2.48767E-08,0,3.38017E-09,2.03148E-08,0,1.12988E-08,0,2.80102E-08,0,0,0,3.73547E-09,0,1.1301E-09,4.43416E-08,0,1.51128E-08,1.33493E-09,0,4.10552E-09,0,1.76958E-09,6.81061E-09,0,1.33756E-09,2.78086E-08,0,2.79303E-07,2.21529E-08,0,0,8.19011E-11,5.25926E-09,0,2.34871E-09,0,6.77099E-09,0,0,0,0,-2.41492E-11,,,,,,,,,,,,,,,,,,,,,,
45,P_9_3_8,0.679,29-May,f,100,,,8,1.141769467,5.396313984,0.491984159,2.088264837,0.691221146,0.33,100,2.732779984,0.767070652,8.537525029,-7.79403E-07,-9.99187E-09,1.19681E-08,-1.73611E-06,-4.48803E-08,-3.23582E-08,-9.45626E-08,-2.21631E-10,2.06856E-06,3.0031E-07,9.08503E-07,4.04108E-08,0,4.87589E-08,-1.02504E-08,4.11126E-06,-4.17405E-08,7.90485E-08,0,-2.65957E-08,-1.07861E-09,0,0,-3.34294E-09,3.06036E-07,4.15559E-08,1.24723E-07,-5.06058E-07,-4.56191E-08,2.12581E-09,4.20545E-08,-5.37456E-09,9.39901E-07,2.96801E-08,4.31257E-07,1.29599E-07,8.57343E-09,2.73715E-09,3.49069E-09,6.68772E-08,1.08415E-08,0,5.03324E-06,2.11473E-08,2.1018E-08,0,5.00332E-08,0,3.94134E-08,0,7.49852E-09,2.54377E-08,0,-8.86525E-09,3.34294E-10,6.63047E-09,0,0,5.9471E-10,3.80467E-09,-9.93647E-10,6.1318E-10,0,0,1.834E-09,2.54876E-10,0,1.28177E-09,0,-6.22414E-10,1.30393E-09,0,0,0,0,1.89679E-09,0,9.45626E-10,3.1564E-09,0,0,0,0,0,4.96639E-08,7.13283E-09,9.81457E-09,0,2.15536E-09,3.86008E-10,,,,,,,,,,,,,,,,,,,,,,
20,P_2_19_15,0.709,25-May,f,80,,,5.33,0.620174184,4.062734019,0.485567928,1.520757382,1.139978933,2.67,72.17,1.162317626,0.270806033,3.844660165,-7.76128E-07,7.47578E-09,-3.57915E-09,-2.54458E-06,-7.99726E-08,7.28882E-09,-1.51355E-07,-1.89417E-08,8.66469E-06,1.45389E-07,2.70851E-07,5.92482E-09,0,1.9723E-07,-2.29076E-08,9.93667E-07,-1.86269E-08,-3.64675E-08,0,-7.7318E-08,-2.7565E-10,0,0,2.61695E-09,6.0213E-08,5.60825E-09,7.48189E-08,2.3191E-06,-2.12034E-08,3.75527E-09,5.21907E-08,1.41427E-09,2.8478E-07,2.12967E-08,3.86257E-07,1.43673E-07,1.09569E-08,4.35388E-09,1.06189E-08,7.67438E-08,1.51465E-08,0,1.20584E-06,6.60768E-09,6.93512E-09,0,4.1456E-08,3.96506E-09,3.8956E-08,2.94665E-09,1.18214E-08,1.63221E-08,0,-1.08222E-11,-5.03716E-11,1.31194E-08,1.30823E-09,6.46617E-10,0,4.24221E-09,3.91402E-09,-5.90487E-10,0,0,3.53073E-09,1.1432E-09,0,0,-3.2305E-14,1.5917E-09,2.83314E-09,0,0,4.50609E-09,0,5.69327E-08,5.10279E-09,0,3.61143E-09,0,3.18409E-09,0,1.95163E-09,0,4.78524E-08,7.77526E-09,0,0,1.21195E-09,7.20926E-10,,,,,,,,,,,,,,,,,,,,,,
