Sample,Sex,Family,Plate,Initial area (mm^2),Initial perimeter (mm),Initial Circularity,1 week area (mm^2),1 week perimeter (mm),Week_1_Circularity,Week_2_area,Week_2_ perimeter ,Week_2_Circularity,Week_3_area,Week_3_perimeter,Week_3_Circularity,7 days,8 days,9 days,10 days,11 days,12 days,13 days,14 days,15 days,16 days,17 days,18 days,19 days,20 days,21 days,Days_until_gametophores,Total_Gametophores
P_17_2_12,m,14,26A,0.030688463,0.671756239,0.854164183,0.05911929,1.036725634,0.69086179,0.286154193,3.369812336,0.316503358,0.727465417,4.350036995,0.482854286,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,100,0
P_17_2_14,F,14,9B,0.029335691,0.684805273,0.785690986,0.050939319,1.031277326,0.60157785,0.369437876,4.066859487,0.280551583,0.628735706,3.950897962,0.505901698,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,7,0
P_17_2_14,F,14,9A,0.030665841,0.668258559,0.862492766,0.0625442,1.079572207,0.674020788,0.360285177,4.050783615,0.275776938,0.771401089,4.902266765,0.403158672,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,0
P_17_2_14,F,14,9C,0.017160746,0.505683729,0.842884057,0.027874336,0.70821282,0.69801796,0.23776659,2.763032219,0.39117273,0.773586336,5.787045134,0.290124691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_17_2_18,f,14,5B,0.005813751,0.292392547,0.854109371,0.055508882,1.194322997,0.488774492,0.291954371,2.530234748,0.572773597,0.820892626,4.750924867,0.456793241,0,0,0,0,0,0,0,0,0,0,0,0,,5,5,100,0
P_17_2_18,f,14,5C,0.007931133,0.337122486,0.876494976,0.05479404,1.457590637,0.323930485,0.283385309,2.609336114,0.522765504,0.824104893,4.41662743,0.530628536,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,100,0
P_17_2_18,f,14,5A,0.007777306,0.356090671,0.770366949,0.027715984,0.957624269,0.379603023,0.231269667,2.526064438,0.45521804,0.641458094,4.147709693,0.468318405,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,0
P_17_2_20,f,14,3B,0.030000766,0.657563732,0.87145764,0.054852856,0.81549741,1.035961729,0.501493729,5.586735723,0.201808238,0.885572305,5.907176969,0.318752575,0,0,0,0,1,1,0,1,0,1,1,2,2,2,2,100,0
P_17_2_20,f,14,3A,0.020906883,0.557812605,0.843921939,0.042085225,1.039416157,0.489260737,0.346562914,4.572274164,0.208212692,0.816114944,7.900517926,0.164221436,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,100,0
P_17_2_20,f,14,3C,0.014346619,0.448039282,0.897649956,0.021418131,0.77204547,0.451320907,0.415070168,4.523373915,0.254792231,0.828932343,6.687697585,0.232785257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_17_2_22,f,14,7B,0.020676143,0.60597296,0.707216958,0.055047402,1.153965158,0.519207638,0.403356703,4.03773458,0.310744452,1.017352174,5.766395372,0.384283842,0,0,0,0,0,0,0,0,0,0,0,,3,3,9,100,0
P_17_2_22,f,14,7A,0.021101429,0.573417636,0.806045218,0.03339853,0.785901661,0.679173268,0.263704517,2.622788727,0.481482594,0.884947949,4.325015134,0.594199256,0,0,0,0,0,0,0,0,0,0,0,,1,4,6,100,0
P_17_2_22,f,14,7C,0.019110728,0.560906706,0.762931596,0.037483991,0.814084886,0.710388767,0.311264169,2.920293267,0.458422405,0.894878831,4.816842672,0.484427681,0,0,0,0,0,0,0,0,0,0,0,,0,1,3,100,0
P_17_2_25,f,14,10B,0.018481847,0.573081321,0.706809716,0.061919844,1.319163247,0.446912401,0.147881924,1.733840048,0.617855152,0.046853858,1.305105267,0.345496708,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,100,0
P_17_2_25,f,14,10A,0.014310424,0.466334836,0.8265068,0.065878624,1.165803457,0.608812388,0.238893146,2.739557409,0.399790544,0.319742745,37.53608663,0.002850312,0,0,0,0,,0,0,0,0,0,0,0,0,,0,100,0
P_17_2_25,f,14,10C,0.019744133,0.562386494,0.784075592,0.06793719,1.585659514,0.339373042,0.132422323,6.269590368,0.042312872,0.23843619,1.287953185,1.805351029,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0
P_17_2_8,m,14,1A,0.0171336,0.508979619,0.83068712,0.04534726,0.857200511,0.775132317,0.220442969,2.840452008,0.343171315,0.792647296,4.327907446,0.531512757,0,2,,0,0,0,0,0,0,0,0,0,2,3,3,100,0
P_17_2_8,m,14,1B,0.023901983,0.594470976,0.849497794,0.086124956,1.674783077,0.385657272,0.291782447,2.517252976,0.578355774,0.563793616,3.174614919,0.702631616,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,100,0
P_17_2_8,m,14,1C,0.019925105,0.55243156,0.820036728,0.060702802,1.36705455,0.407968552,0.295311417,2.764175691,0.485443388,0.622677641,3.751261182,0.555774101,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,0
P_18_1_1 B,f,15,8C,0.023055935,0.640680702,0.705487121,0.063023778,1.398533665,0.404713995,0.359887037,3.448308334,0.380140078,0.878758679,5.983587812,0.308273312,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,100,0
P_18_1_1 B,f,15,8A,0.036466019,0.744602139,0.826093946,0.079691373,1.433039618,0.487398911,0.306934395,3.387771575,0.335897644,0.805899029,6.255868702,0.258639601,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0
P_18_1_1 B,f,15,8B,0.026005792,0.69832515,0.669798776,0.105090906,1.675388444,0.470244519,0.381481616,3.342772584,0.428794879,0.765709494,5.015335979,0.382343409,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0
P_18_1_11_B,f,15,28B,0.025698138,0.642093227,0.78287985,0.020888786,0.672159817,0.580707907,0.034959421,1.40149324,0.223548548,0.094617105,1.845227685,0.349027278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,0
P_18_1_11_B,f,15,28C,0.029091378,0.675388444,0.801026121,0.02764812,0.661599516,0.793350104,0.048179484,1.08555862,0.513505646,0.115152993,1.731956683,0.482159602,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,100,0
P_18_1_11_B,f,15,28A,0.025499068,0.61935831,0.834891429,0.026340591,0.62877514,0.836805321,0.062060098,1.303221901,0.45894998,0.292931625,3.323938925,0.33300429,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,100,0
P_18_1_12B,m,15,27C,0.018314447,0.535279478,0.802827562,0.023435978,0.818658775,0.439204594,0.125237703,1.92695231,0.423626187,0.346834373,3.258693751,0.410227411,1,1,1,1,1,2,2,2,,,3,3,3,3,5,7,0
P_18_1_12B,m,15,27A,0.015160996,0.492701957,0.784420273,0.031023262,0.789130289,0.625719487,0.275214387,3.158606309,0.346473303,0.478365405,4.723145221,0.269331287,0,0,0,0,0,0,0,0,,,0,1,1,1,1,100,0
P_18_1_12B,m,15,27B,0.026725158,0.654604157,0.783343799,0.043795418,0.866281025,0.732994491,0.403334082,3.572543217,0.396916889,0.786521367,6.057442658,0.269228816,0,0,0,0,0,0,1,0,,,0,1,1,1,1,100,0
P_18_1_13B,m,15,28B,0.027584779,0.624873882,0.887308019,0.07172857,1.359319298,0.487572099,0.444908059,4.462029999,0.280669318,0.912709177,4.984327706,0.461433244,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,7,0
P_18_1_13B,m,15,28C,0.032195061,0.731485841,0.75573067,0.078867947,1.345530369,0.54714592,0.454350315,3.837021591,0.387607334,0.899959643,6.027712383,0.311105459,0,1,1,1,1,1,1,1,1,1,1,1,1,2,6,100,0
P_18_1_13B,m,15,28A,0.029267826,0.640949755,0.894812694,0.107271628,1.864263133,0.38766812,0.490083394,5.637183023,0.193702558,1.18249438,6.079841259,0.401794737,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,100,0
P_18_1_16_B,m,15,25B,0.012301626,0.419452479,0.878186252,0.026096278,0.697114415,0.674466032,0.162079241,4.294141387,0.1103988,0.49842624,6.558888814,0.145522451,0,0,0,,,0,0,0,0,0,0,0,0,1,1,100,0
P_18_1_16_B,m,15,25A,0.014228986,0.528889487,0.63890125,0.048536905,0.924598103,0.713108684,0.381359459,3.628169772,0.363872271,0.741042902,6.733301944,0.205294262,0,0,0,,,0,0,0,0,0,0,0,0,0,0,100,0
P_18_1_16_B,m,15,25C,0.01400277,0.458397794,0.83698673,0.033339714,1.058855183,0.373489485,0.221089947,3.52128876,0.223952211,0.604761334,5.478845766,0.253043686,0,0,0,,,0,0,0,0,0,0,0,0,0,0,100,0
P_18_1_4_B,f,15,24B,0.019956776,0.535077689,0.875480202,0.027675266,0.637384812,0.855614263,0.103457626,1.636981234,0.484914027,0.269898311,2.382794108,0.597058343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
P_18_1_4_B,f,15,24A,0.018137999,0.517387503,0.851034457,0.027630022,0.684401695,0.740881454,0.093825349,2.296562857,0.223436003,0.31518223,2.646398063,0.56525059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_18_1_4_B,f,15,24C,0.019621976,0.534606847,0.862309845,0.027367612,0.656689312,0.797088687,0.08463193,1.395641353,0.545727989,0.27123751,2.247998924,0.674135488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_18_1_9_B,f,15,23A,0.037701159,0.8038609,0.732795052,0.072913942,1.163180198,0.67687148,0.343147053,4.158808098,0.249190884,1.032902262,8.253649021,0.190439431,0,0,0,0,0,,0,0,0,0,0,2,3,5,7,18,0
P_18_1_9_B,f,15,23B,0.034203859,0.754422547,0.754806156,0.080967231,1.248066187,0.652865461,0.406066771,4.621241676,0.238819469,0.907632889,6.479787449,0.27150532,0,0,0,0,0,,0,0,0,0,0,0,0,2,4,100,0
P_18_1_9_B,f,15,23C,0.026078181,0.704782404,0.659411965,0.054861905,1.122687832,0.546691711,0.287203835,4.070088115,0.217757064,1.035150849,4.564269859,0.62409493,0,1,1,1,1,,1,1,1,1,1,1,1,1,1,100,0
P_18_2_12,f,16,7A,0.022051536,0.575637318,0.835854337,0.048279019,1.002690523,0.603134618,0.384589824,3.605165803,0.371652401,0.889336539,4.905159077,0.46424751,0,0,0,0,0,0,0,0,0,0,0,,2,2,5,100,0
P_18_2_12,f,16,7B,0.017463875,0.519808973,0.811788168,0.059114765,1.167821349,0.544418393,0.299351635,2.817986144,0.4734712,0.746200627,4.001345261,0.585373685,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,100,0
P_18_2_12,f,16,7C,0.023255005,0.607049169,0.792607792,0.055291715,1.016344925,0.672306724,0.28737576,2.635501446,0.519652779,0.7403914,3.753010022,0.660224378,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,100,0
P_18_2_13,m,16,3C,0.012726912,0.429205623,0.867724545,0.017296475,1.378354745,0.114347123,0.533209213,6.058855183,0.182434151,1.259670231,8.69395305,0.209320578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_18_2_13,m,16,3A,0.019269079,0.535077689,0.845311761,0.0507312,1.121409834,0.506682679,0.357398661,5.521961391,0.147216276,1.155135816,8.015672294,0.225809798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_18_2_13,m,16,3B,0.025806721,0.687630322,0.685507854,0.060598742,0.900921504,0.937733313,0.510895266,5.415820273,0.218772652,1.213219037,8.589964351,0.2065124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_18_2_16,m,16,9A,0.0367601,0.756978543,0.80574791,0.078216445,1.322459138,0.561724268,0.283787974,2.897827403,0.424461786,0.5602375,3.986950965,0.442669934,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,100,0
P_18_2_16,m,16,9B,0.031552608,0.692607789,0.826133355,0.056915946,1.023003969,0.683075896,0.268477675,2.743256878,0.4480896,0.435266733,3.447770229,0.459905374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_18_2_16,m,16,9C,0.018092756,0.507768884,0.881377973,0.038511012,0.966637519,0.51766318,0.317530353,4.068406538,0.240949593,0.495508054,4.307930315,0.335353635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_18_2_2,f,16,4B,0.013455328,0.438487926,0.878959049,0.060594218,1.566758593,0.310039234,0.448106753,3.752404655,0.399716242,0.743535802,5.036725634,0.368124681,0,0,,,0,0,0,0,0,0,0,0,0,2,2,100,0
P_18_2_2,f,16,4C,0.010985049,0.397524719,0.873098737,0.060766142,1.250151342,0.4883443,0.451373312,3.412793435,0.486749497,0.760755364,4.554247663,0.460682139,0,0,,,0,0,0,0,0,0,0,1,1,1,1,100,0
P_18_2_2,f,16,4A,0.012052789,0.41575301,0.875802888,0.046473815,1.433375933,0.284104263,0.329442887,3.211206027,0.40126699,0.688149076,4.537162844,0.419858971,0,0,,,0,0,0,0,0,0,0,0,0,0,0,100,0
P_18_2_3,f,16,13C,0.020011067,0.562857335,0.793347095,0.043727553,0.870451335,0.724862818,0.228206702,2.562251967,0.436590583,0.603304503,3.966637519,0.481594119,1,0,0,0,0,0,0,0,0,,0,0,1,3,3,7,0
P_18_2_3,f,16,13A,0.023996993,0.676531916,0.658521399,0.048545954,0.929710096,0.7054197,0.216289643,2.161633147,0.581381732,0.503692549,3.589762561,0.490934687,0,0,0,0,0,0,0,0,0,,0,0,2,2,6,100,0
P_18_2_3,f,16,13B,0.020133224,0.576713527,0.760295976,0.059784365,1.120131836,0.598465305,0.281136722,2.641353333,0.506120835,0.630378034,3.70666577,0.57626714,0,0,0,0,0,0,0,0,0,,0,0,2,3,4,100,0
P_18_2_4,m,16,10A,0.026661818,0.670276451,0.745369254,0.097494572,1.776686621,0.387925576,0.366849965,3.543754624,0.366902639,0.540135947,4.046613305,0.414294636,0,0,0,0,,0,0,0,0,0,0,0,0,,0,100,0
P_18_2_4,m,16,10B,0.014355667,0.486446492,0.761978779,0.058748296,1.067061277,0.648046532,0.039515411,1.124503935,0.392495051,0.029181864,0.856258828,0.499910832,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0
P_18_2_4,m,16,10C,0.021590055,0.618214838,0.709519837,0.073610687,1.380910742,0.48484095,0.234690053,3.100625547,0.306609552,0.166793582,2.553507769,0.321288076,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0
P_18_2_6,f,16,12B,0.021653396,0.562251967,0.860307449,0.059757219,1.228627161,0.497209929,0.634336814,5.820407614,0.235181283,1.142960871,9.029124908,0.176087967,0,0,0,0,0,0,1,1,1,1,1,14,20+,,,100,19
P_18_2_6,f,16,12C,0.022332044,0.568709222,0.867236537,0.07927966,1.571332481,0.403287946,0.591658903,5.166005247,0.278452651,0.962969848,9.257550279,0.141127019,0,0,0,0,0,0,0,0,1,1,1,1,1,5,5,100,0
P_18_2_6,f,16,12A,0.024612301,0.635837762,0.764626285,0.083831126,1.574561108,0.424693777,0.715910304,7.141319701,0.176315828,0.902665186,8.590233403,0.153640745,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,100,0
P_18_2_9,m,16,11A,0.016590682,0.535279478,0.727264987,0.057178357,1.134189816,0.558277109,0.327483857,2.6612632,0.580769604,0.844686025,5.215040022,0.390094347,0,0,,,0,0,0,0,0,0,2,4,4,4,8,100,0
P_18_2_9,m,16,11C,0.013468901,0.444474339,0.856304853,0.03353426,0.735992467,0.777555915,0.290443249,2.755767808,0.480358721,0.842926064,6.848456313,0.225732319,0,0,,,0,0,0,0,0,0,0,1,1,3,3,100,0
P_18_2_9,m,16,11B,0.011971351,0.419452479,0.854608615,0.042926748,0.904890025,0.658454896,0.304916548,2.873276384,0.463890873,0.738165434,5.323266294,0.32718016,0,0,,,0,0,0,0,0,0,0,2,2,2,2,100,0
P_2_1_1 B,m,17,22C,0.02332287,0.674984866,0.642959408,0.066959936,1.397659245,0.430528661,0.181456903,2.226003901,0.459950709,0.496141459,3.619021995,0.475787155,1,0,1,1,1,1,1,3,4,6,6,6,,20+,,7,20
P_2_1_1 B,m,17,22B,0.02411915,0.607789063,0.820060469,0.045881129,0.940472187,0.651526113,0.162608586,2.65884173,0.288900398,0.457965246,3.568305643,0.451749903,0,0,1,1,2,2,3,6,8,8,10,11,,19,20+,9,21
P_2_1_1 B,m,17,22A,0.029697637,0.829555391,0.542026786,0.05649066,1.05946055,0.632115889,0.190727235,2.559157866,0.365770098,0.587365323,4.425506155,0.376679551,0,0,1,1,1,1,1,1,2,8,8,9,,20+,,9,20
P_2_1_10B,m,17,17C,0.02668444,0.701150198,0.681750715,0.07342519,1.57590637,0.371341849,0.412595365,3.159615255,0.519093487,0.941452182,4.506692675,0.582199756,0,0,0,0,0,0,0,0,0,,,0,0,1,2,100,0
P_2_1_10B,m,17,17A,0.023820545,0.627497141,0.759832436,0,0,#DIV/0!,0.443591481,2.692876841,0.768315959,0.809152015,4.447702966,0.51374571,0,0,0,0,0,0,0,0,0,,,0,0,0,0,100,0
P_2_1_10B,m,17,17B,0.034113373,0.724961324,0.815238398,0.04910697,0.924059999,0.722324645,0.263224939,2.515302347,0.522560142,0.729899501,4.146633484,0.533164722,0,0,0,0,0,0,0,0,0,,,0,0,0,0,100,0
P_2_1_2B,f,17,21A,0.013953003,0.449653595,0.86676464,0.036837014,0.890562992,0.583370908,0.278630249,2.450931593,0.582579934,0.672870448,3.707943768,0.614688114,0,,,0,0,0,0,0,0,0,0,4,4,5,5,100,0
P_2_1_2B,f,17,21B,0.013188393,0.434788458,0.876244899,0.042397403,1.117441313,0.426461124,0.265799277,2.632878187,0.481594926,0.618053786,3.814152149,0.533604992,0,,,0,0,0,0,0,1,1,1,2,2,2,3,100,0
P_2_1_2B,f,17,21C,0.013518668,0.462568104,0.793546141,0.059354554,1.219008542,0.501683931,0.251203821,3.254792493,0.297830567,0.525925057,3.162036726,0.66066254,0,,,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_2_1_3_B,m,17,9A,0.034701535,0.742516984,0.790543071,0.074551745,1.210667922,0.638847771,0.255492876,4.638999126,0.149114492,0.458114549,7.345059528,0.106653002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_2_1_3_B,m,17,9B,0.031995991,0.703706195,0.81152604,0.064819933,1.094975449,0.679030769,0.209181937,3.026837963,0.286771161,0.303129442,3.85323199,0.256429181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_2_1_3_B,m,17,9C,0.015984423,0.475146297,0.889266426,0.034185762,0.993677272,0.434854725,0.233025103,3.278536356,0.272290407,0.527354742,6.418241743,0.160790488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_2_1_4_B,f,17,15B,0.025630273,0.675388444,0.70572519,0.051219827,0.987758122,0.659365968,0.244028249,3.152888949,0.308327595,0.63818701,3.30187664,0.735217629,0,0,1,1,1,0,0,0,1,1,2,3,4,5,5,100,0
P_2_1_4_B,f,17,15C,0.020332294,0.544494518,0.861368531,0.056540427,0.994417166,0.718143942,0.289977244,2.473330194,0.595373305,0.641847185,3.660388781,0.601681764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
P_2_1_4_B,f,17,15A,0.016228736,0.480863658,0.881516452,0.016409709,0.484092285,0.87949665,0.016242309,0.481401762,0.88028247,0.015242434,0.467545571,0.875782118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_2_1_6B,f,17,4C,0.011414859,0.419250689,0.815666519,0.045161763,0.93044999,0.655200848,0.297161864,2.511535616,0.591703353,0.678788258,3.687832111,0.626876049,0,0,,,0,0,0,0,0,0,0,0,0,1,1,100,0
P_2_1_6B,f,17,4B,0.012573085,0.434586669,0.83613943,0.036963695,0.806551423,0.713675668,0.341188022,2.794376808,0.548799212,0.679091388,3.777426515,0.597758573,0,0,,,0,0,0,0,0,0,0,0,0,0,0,100,0
P_2_1_6B,f,17,4A,0.01470404,0.458397794,0.878903674,0.040795794,0.855653461,0.699856828,0.231437067,2.226071164,0.586603254,0.610271956,3.834062017,0.521428525,0,0,,,0,0,0,0,0,0,0,0,0,0,0,100,0
P_2_1_7_B,m,17,10A,0.036710333,0.728929845,0.867773725,0.052807863,1.26414206,0.41504623,0.097490048,2.166476088,0.260880804,0.184139825,3.449519069,0.194365986,0,0,0,0,,0,0,0,0,0,0,0,0,,0,100,0
P_2_1_7_B,m,17,10B,0.026503467,0.671958028,0.73723854,0.085753962,1.311226206,0.626453143,0.416540572,3.339476693,0.469126661,0.563010909,3.555996502,0.559221421,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0
P_2_1_7_B,m,17,10C,0.026526088,0.666846035,0.749224041,0.17778768,3.174614919,0.221569101,0.638643967,4.412726172,0.411940504,1.381098456,7.559561445,0.303543597,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0
P_2_1_9 B,f,17,1B,0.018938804,0.537230107,0.824178905,0.052663085,1.087172933,0.559627019,0.331266188,3.123494989,0.426466697,0.404519454,3.946122284,0.326278136,0,0,0,0,0,0,0,1,2,4,4,5,6,8,12,100,0
P_2_1_9 B,f,17,1C,0.021621725,0.56823838,0.841044276,0.108380086,1.765790005,0.436577172,0.401999407,2.993475483,0.563460714,0.78201062,4.092688505,0.586387774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,100,0
P_2_1_9B,f,17,1A,0.015047888,0.464653259,0.875401379,0.084174974,1.695500101,0.367770585,0.389788268,3.274635098,0.456554448,0.889250577,4.275644044,0.610957093,0,0,,0,0,0,0,0,0,0,0,0,2,2,4,100,0
P_2_13_13,m,18,2C,0.034656291,0.793502388,0.691313838,0.087780857,1.353332885,0.6019774,0.335129957,3.047958566,0.453090309,0.710820444,4.814892043,0.385102592,1,1,1,2,2,2,2,2,2,2,2,3,6,7,10,7,0
P_2_13_13,m,18,2B,0.038316466,0.85343378,0.660747354,0.070330555,1.166879666,0.648756226,0.245019075,2.547252304,0.474291792,0.606308651,5.046142463,0.299064174,1,1,0,0,1,1,0,0,0,0,0,0,0,4,5,7,0
P_2_13_13,m,18,2A,0.033394006,0.713123024,0.824763143,0.058137512,1.045873411,0.667556209,0.223039929,2.513889823,0.443281674,0.625138871,4.925203471,0.323681434,0,0,0,0,1,1,0,0,0,0,0,2,2,4,4,100,0
P_2_13_14,m,18,1C,0.019431955,0.547655882,0.813749269,0.076773187,1.312840519,0.559468014,0.378287446,3.488935226,0.390324449,0.78360318,4.31088989,0.529604869,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,100,0
P_2_13_14,m,18,1B,0.025277376,0.636106814,0.7846239,0.091771307,1.652788054,0.421951202,0.421779735,3.787785027,0.369236565,0.815599171,4.356426986,0.539766014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_2_13_14,m,18,1A,0.011736086,0.405192709,0.897820846,0.038397904,0.85672967,0.65706683,0.31831306,3.364834869,0.35311534,0.76304467,4.400686083,0.494878769,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_2_13_4,m,18,17A,0.032249353,0.704715141,0.815611692,0.045817789,0.922916527,0.675614436,0.262926334,2.346337526,0.599850123,0.486735397,3.384946526,0.533554695,1,1,0,0,0,0,0,0,1,,,1,1,1,1,7,0
P_2_13_4,m,18,17B,0.026272726,0.741037197,0.600917382,0.08536487,1.34949889,0.588740294,0.349367993,2.912625277,0.517253604,0.630486617,3.975852559,0.500962216,0,0,0,0,0,0,0,0,0,,,1,2,2,2,100,0
P_2_13_4,m,18,17C,0.021422655,0.583305307,0.790808055,0.019635549,0.635097868,0.611436523,0.064245344,1.227550952,0.535491087,0.221664535,2.248806081,0.550531078,0,0,0,0,0,0,0,0,0,,,0,0,0,0,100,0
P_2_13_5,f,18,16B,0.025046636,0.677742652,0.684871988,0.058725674,0.590435192,2.115793014,0.280815496,2.380103585,0.622614156,0.717416903,4.616802314,0.422745201,0,0,0,0,0,0,0,0,0,0,0,,,1,1,100,0
P_2_13_5,f,18,16A,0.033516163,0.698930517,0.861739347,0.070072669,1.177439968,0.634834834,0.300862758,2.500504473,0.604369862,0.670169428,4.247864398,0.46647993,0,0,0,0,0,0,0,0,0,0,0,,,0,0,100,0
P_2_13_5,f,18,16C,0.029978145,0.690320845,0.790118832,0.059743646,0.996435058,0.755759064,0.233681129,2.218066859,0.59657358,0.646742499,4.921773054,0.335334218,0,0,0,0,0,0,0,0,0,0,0,,,0,0,100,0
P_2_13_6,m,18,11A,0.013554863,0.436470034,0.893667368,0.03729397,0.784623663,0.760861227,0.238395471,2.583170781,0.448726172,0.778259958,5.380238111,0.33768466,0,0,,,0,0,0,0,0,0,0,0,1,1,2,100,0
P_2_13_6,m,18,11B,0.01201207,0.420999529,0.851224788,0.042515035,0.941548396,0.602347189,0.314879101,2.725432165,0.53243025,0.873433554,5.153090738,0.413127335,0,0,,,0,0,0,0,0,0,0,0,0,0,2,100,0
P_2_13_6,m,18,11C,0.010718114,0.38635905,0.901832407,0.043827088,1.179592386,0.395610979,0.20629542,3.447904755,0.217955938,0.629034311,6.198627833,0.205623549,0,0,,,0,0,0,0,0,0,0,0,0,0,0,100,0
P_2_13_7,f,18,9C,0.014523067,0.455169167,0.880445177,0.0374297,0.934082196,0.53881018,0.326642333,3.773457994,0.28812641,0.72066084,4.558754288,0.435540147,0,0,0,0,0,0,0,0,1,2,4,4,5,7,9,100,0
P_2_13_7,f,18,9A,0.035190161,0.746552768,0.793030472,0.062060098,1.104392278,0.639080215,0.237101515,3.047756777,0.320599882,0.454386509,4.457187059,0.287272032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_2_13_7,f,18,9B,0.034678913,0.739759198,0.795929072,0.054911672,0.964821417,0.740901439,0.274988171,3.316943566,0.313926145,0.553727004,3.759601803,0.492041399,0,0,0,0,0,0,0,2,4,5,11,13,20+,,,100,0
P_2_13_8,f,18,4B,0.011822048,0.400686083,0.924855426,0.042686959,1.127194458,0.421975437,0.282760953,3.690253582,0.260793436,0.491151134,4.977870451,0.248953141,0,0,,,0,0,0,0,0,0,0,2,2,4,6,100,0
P_2_13_8,f,18,4C,0.013197442,0.429676465,0.897834426,0.033620222,1.174682182,0.30601975,0.253610759,2.979081187,0.358915849,0.539855439,5.083473465,0.262389226,0,0,,,0,0,0,0,0,0,0,0,0,2,3,100,0
P_2_13_8,f,18,4A,0.013061712,0.429609202,0.888878887,0.028933027,0.929979148,0.420181651,0.229156809,3.345732158,0.25712249,0.598300605,5.090939665,0.289943369,0,0,,,0,0,0,0,0,0,0,1,1,1,1,100,0
P_2_19_11,m,19,11C,0.011559638,0.410842806,0.860166426,0.025408581,0.71588081,0.622713978,0.242354251,2.789735656,0.391123738,0.6861629,6.415954799,0.209360275,0,0,,,0,0,0,0,0,0,0,5,5,6,11,100,0
P_2_19_11,m,19,11A,0.015423407,0.459944844,0.915711035,0.036411728,0.875966907,0.596012717,0.259745737,3.017757449,0.358236148,0.731279419,6.62110715,0.209513378,0,0,,,0,0,1,1,1,1,1,5,8,8,10,100,0
P_2_19_11,m,19,11B,0.016079433,0.481334499,0.871698702,0.042429073,1.049169301,0.484130045,0.294126045,4.372771911,0.193201046,0.636205358,6.765857268,0.174558619,0,0,,,0,0,0,0,0,0,3,4,6,7,8,100,0
P_2_19_12,m,19,31A,0.009374391,0.357099617,0.923323608,0.04122108,0.873141858,0.679108844,0.230125014,2.58424699,0.432798183,0.391145564,3.631532925,0.372518698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_2_19_12,m,19,31B,0.006202843,0.292392547,0.911271554,0.038524585,1.123562252,0.383295155,0.113705211,1.732494787,0.475801859,0.114352189,1.96973162,0.370186015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
