Sample,Sex,Family,Plate,Initial area (mm^2),Initial perimeter (mm),Initial Circularity,1 week area (mm^2),1 week perimeter (mm),Week_1_Circularity,Week_2_area,Week_2_ perimeter ,Week_2_Circularity,Week_3_area,Week_3_perimeter,Week_3_Circularity,7 days,8 days,9 days,10 days,11 days,12 days,13 days,14 days,15 days,16 days,17 days,18 days,19 days,20 days,21 days,Days_until_gametophores,Total_Gametophores
P_20_16_17,m,23,11C,0.011785854,0.406672496,0.895078409,0.083252013,1.430147306,0.511237659,0.463276798,4.455976323,0.293051832,0.809215356,7.62373041,0.174871363,0,0,,,0,0,0,0,0,0,0,0,0,0,2,100,0
P_20_16_17,m,23,11B,0.013491522,0.439160557,0.878625779,0.082926262,1.332481334,0.586623504,0.403266217,3.291114549,0.467622591,0.909736698,5.77534136,0.342570559,0,0,,,0,0,0,0,0,0,0,1,1,1,1,100,0
P_20_16_2,f,23,10A,0.034841789,0.819600457,0.651456911,0.087631555,2.670814556,0.154298849,0.109551885,1.925943364,0.370956061,0.1335715,1.72597027,0.563166512,0,0,0,0,,0,0,0,0,0,0,0,0,,0,100,0
P_20_16_2,f,23,10B,0.01600252,0.611690321,0.537173772,0.064969236,1.457926952,0.383906855,0.146818709,1.786103451,0.578039906,0.072040748,1.793233336,0.28138066,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0
P_20_16_2,f,23,10C,0,0,#DIV/0!,0.035466145,0.847581893,0.620069373,0,0,#DIV/0!,0.03300039,1.287953185,0.249866803,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,100,0
P_20_16_3,f,23,4B,0.012315199,0.416089325,0.893424646,0.051029806,1.134862447,0.497653546,0.318982659,3.628035246,0.304378322,0.653243947,6.088450932,0.221335672,0,0,,,0,0,0,0,0,0,0,0,0,0,0,100,0
P_20_16_3,f,23,4C,0.010125428,0.370148651,0.928219517,0.03766044,1.172597027,0.344015056,0.357629401,3.012981772,0.494800177,0.515948932,7.047487724,0.130475119,0,0,,,0,0,0,0,0,0,0,0,0,0,0,100,0
P_20_16_3,f,23,4A,0.012935031,0.427456784,0.889145193,0.047288193,1.046882357,0.541934246,0.225582597,2.66146499,0.39999422,0.552111822,6.379498218,0.17038982,0,0,,,0,0,0,0,0,0,0,0,0,0,0,100,0
P_20_22_1,f,24,24A,0.018382312,0.526804332,0.831938273,0.026969472,0.652317213,0.796057433,0.147605941,2.692271474,0.255773636,0.392747173,3.588080985,0.383158296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_20_22_1,f,24,24B,0.019621976,0.533934217,0.864483826,0.033235655,0.733638259,0.775585957,0.214199407,2.93879061,0.311509013,0.60784692,3.971682249,0.483988306,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0
P_20_22_1,f,24,24C,0.018911658,0.524046546,0.864927116,0.038977017,0.81065447,0.744949229,0.271721612,2.933880406,0.396487052,0.64101471,3.345933948,0.71915567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_20_22_10,f,24,22B,0.03802691,0.878522903,0.618834472,0.088875743,1.868702495,0.319663133,0.492458662,4.792493442,0.269300008,0.992282917,5.100020179,0.479160893,0,0,0,0,0,0,0,0,0,0,0,0,,3,4,100,0
P_20_22_10,f,24,22A,0.039759724,0.84818726,0.694143905,0.069240194,1.196004574,0.607970116,0.403863427,6.801573956,0.109649162,0.940655901,5.998183897,0.328383155,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,0
P_20_22_10,f,24,22C,0.030285798,0.686285061,0.807643262,0.083324402,1.47104325,0.483627471,0.380133369,3.804600794,0.329843132,0.975203609,5.717965965,0.374629357,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,0
P_20_22_11,m,24,7A,0.016848568,0.492231116,0.873402642,0.08273624,1.688302953,0.364573134,0.333410716,3.259635434,0.394122413,0.961585406,4.857335037,0.511895583,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,100,0
P_20_22_11,m,24,7C,0.019703414,0.542476626,0.840947832,0.080541945,1.395439564,0.519504949,0.373383083,3.068070223,0.498211429,0.878604852,4.278670882,0.602789215,0,0,0,0,0,0,0,0,0,0,0,,0,2,4,100,0
P_20_22_11,m,24,7B,0.016830471,0.49539248,0.861364714,0.080845075,1.46532589,0.47290593,0.362832369,3.281428668,0.423223455,0.805758775,4.018228291,0.626794922,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0
P_20_22_13,m,24,23C,0.022332044,0.743794982,0.507004273,0.053233149,1.129750454,0.523849763,0.36499047,3.63274366,0.347377477,0.526282479,3.829151813,0.450820214,1,0,0,0,1,,2,2,5,6,6,7,8,13,13,7,0
P_20_22_13,m,24,23A,0.01846375,0.534405058,0.812023188,0.047826587,1.089258088,0.506287777,0.256574189,3.409295756,0.277251081,0.764872495,6.851752203,0.204632866,0,0,0,0,0,,0,0,0,1,1,1,2,4,14,16,0
P_20_22_13,m,24,23B,0.022268703,0.654267842,0.653391405,0.055897974,1.350575099,0.384900282,0.323072645,2.88941952,0.486036205,0.740011357,4.147911482,0.540218017,0,0,0,0,0,,0,0,0,0,1,3,5,5,5,17,0
P_20_22_3,m,24,20A,0.012174945,0.433846775,0.812426176,0.046252124,0.986816439,0.596552357,0.305378029,2.833322123,0.477788312,0.667178853,4.524651914,0.409318679,0,0,0,0,,,0,0,0,0,0,0,0,0,0,100,0
P_20_22_3,m,24,20B,0.011971351,0.433106881,0.801572168,0.046559777,1.005179256,0.578779979,0.148877275,2.604291384,0.275701356,0.598078913,3.495796058,0.614689724,0,0,0,0,,,0,0,0,0,0,0,0,0,0,100,0
P_20_22_3,m,24,20C,0.013998246,0.457590637,0.839670715,0.056612817,1.243626825,0.459752648,0.290624221,2.53137822,0.569649037,0.588699998,3.437411717,0.625778398,0,0,0,0,,,0,0,0,0,0,0,0,0,0,100,0
P_20_22_4,f,24,25C,0.012383064,0.424160893,0.864483093,0.019214787,0.953992063,0.265176903,0.060734472,1.808703841,0.233179292,0.243711547,2.888074258,0.366985609,1,1,1,,,1,1,1,1,1,1,1,1,1,1,7,0
P_20_22_4,f,24,25A,0.017310048,0.500571736,0.867671382,0.058766393,1.220084751,0.495836707,0.353688718,5.258290173,0.160665174,0.776798603,5.219412121,0.358141704,0,0,0,,,0,0,0,0,0,0,0,1,4,4,100,0
P_20_22_4,f,24,25B,0.013242685,0.44669402,0.833576383,0.04348324,0.963879734,0.587849071,0.264641051,2.722069012,0.448588969,0.599454306,4.37384812,0.393566684,0,0,0,,,0,0,0,0,0,0,0,2,3,3,100,0
P_20_22_7,f,24,16A,0.022078682,0.574762898,0.839431626,0.051952767,0.920158741,0.77067773,0.208363035,2.046478779,0.624878845,0.591301482,4.863792292,0.313941383,0,0,0,0,0,0,0,0,0,0,0,,,2,2,100,0
P_20_22_7,f,24,16B,0.025494543,0.620636309,0.831309069,0.090002298,1.334162911,0.635075725,0.404465162,3.861169032,0.340747855,0.88128325,5.445550548,0.373268694,0,0,0,0,0,0,0,0,0,0,0,,,1,2,100,0
P_20_22_7,f,24,16C,0.019499819,0.535414004,0.854359738,0.06706852,1.255532387,0.534382863,0.336315329,2.946122284,0.486670211,0.734220227,4.009618618,0.573600937,0,0,0,0,0,0,0,0,0,0,0,,,0,0,100,0
P_20_22_8,m,24,21A,0.010374266,0.381179794,0.896782798,0.050143039,1.239860093,0.409689588,0.284073006,2.476693348,0.581667945,0.79488231,3.773525257,0.701129029,0,,,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_20_22_8,m,24,21B,0.012337821,0.420865003,0.874867871,0.063883399,1.138023811,0.619547994,0.327257641,2.632878187,0.592949765,0.866248934,4.092553979,0.649596267,0,,,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_20_22_8,m,24,21C,0.01244188,0.421268581,0.880557073,0.051771794,1.020044394,0.624949188,0.364207762,2.668393085,0.642449838,0.890540008,4.037196475,0.686251495,0,,,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_20_22_9,f,24,26A,0.033751427,0.759803592,0.73430942,0.074492929,1.273760678,0.576672201,0.380133369,3.662473936,0.355939797,0.70649067,3.911414542,0.580000513,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,100,0
P_20_22_9,f,24,26B,0.0251145,0.612295688,0.841379219,0.093259809,3.339073115,0.105058768,0.438207541,5.423622789,0.187107214,0.706069908,3.961121948,0.56519839,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0
P_20_22_9,f,24,26C,0.028878735,0.758996435,0.629634228,0.072407218,1.497948476,0.405301068,0.440587333,4.962938051,0.224669406,0.923635409,4.952714065,0.472937447,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0
P_21_15_10,m,25,22B,0.02940808,0.73014058,0.692856572,0.093472452,1.56252102,0.480863194,0.467588475,4.529360328,0.286272542,1.051243856,5.857469563,0.38483364,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,100,0
P_21_15_10,m,25,22A,0.039976892,0.852962938,0.690141815,0.089138153,1.481199973,0.510300367,0.448437028,5.050850878,0.220781161,0.993251122,6.195937311,0.324963567,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,100,0
P_21_15_10,m,25,22C,0.028548459,0.700544831,0.730634962,0.082084738,1.435461088,0.50034459,0.405021653,4.728459003,0.227524739,0.951636426,6.874823434,0.252893461,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,100,0
P_21_15_11,m,25,23B,0.033176839,0.7384812,0.764092179,0.062933292,1.234882626,0.518344776,0.266998222,2.777628304,0.434660075,0.508117334,3.190825318,0.62682685,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0
P_21_15_11,m,25,23A,0.039994989,0.794578597,0.795648955,0.079134882,1.218806753,0.669095166,0.349888289,3.108024484,0.454935873,0.697039365,4.082666308,0.525241672,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0
P_21_15_11,m,25,23C,0.030887533,0.723548799,0.741032414,0.074361724,1.209793502,0.63814092,0.58106747,5.133449923,0.27694756,0.529879313,4.438420663,0.337838921,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0
P_21_15_12,f,25,30B,0.02349027,0.598304971,0.824199636,0.050387352,0.993879061,0.640684318,0.231102267,3.9806955,0.183179104,0.517383141,5.82403982,0.191581355,1,1,2,2,1,1,1,1,5,5,6,10,12,12,12,7,0
P_21_15_12,f,25,30A,0.030941825,0.701553777,0.789611794,0.073891195,1.320844824,0.531959698,0.213167862,3.982040761,0.168849573,0.576470761,5.172798816,0.270592496,0,0,0,0,0,0,0,1,2,5,5,6,6,6,8,100,0
P_21_15_12,f,25,30C,0.028851589,0.723414273,0.69244491,0.044053304,0.875899644,0.72120616,0.270834846,3.366650972,0.300122109,0.701192691,6.087643775,0.237644932,0,0,0,1,1,1,2,3,3,4,4,5,5,5,8,100,0
P_21_15_13,f,25,20A,0.012342345,0.426985942,0.850276486,0.030489393,0.754826125,0.672116515,0.201228182,2.690589897,0.349126993,0.553365058,3.988968857,0.436797436,1,1,1,1,,,1,1,1,1,1,1,1,1,1,7,0
P_21_15_13,f,25,20B,0.012627377,0.420326899,0.897694215,0.017757956,0.516916661,0.834721417,0.055205753,1.321113876,0.397277042,0.156478133,2.36375866,0.351752366,0,0,0,0,,,0,0,0,0,0,0,0,0,0,100,0
P_21_15_13,f,25,20C,0.019151447,0.529965696,0.856437563,0.056816411,1.418914374,0.354446799,0.29778622,3.368534338,0.329619031,0.723379956,5.209726239,0.334754409,0,0,0,0,,,0,0,0,0,0,0,0,0,0,100,0
P_21_15_14,m,25,21B,0.013640825,0.451267909,0.841320308,0.04940105,1.007197148,0.611641364,0.273173919,2.636577655,0.493568845,0.685769284,5.260173539,0.311291688,0,,,0,0,0,0,0,0,0,1,1,1,1,1,100,0
P_21_15_14,m,25,21C,0.013808225,0.452344118,0.847597352,0.03836171,0.808232999,0.737589007,0.191939753,2.061074864,0.56750153,0.543764451,3.356763301,0.606120558,0,,,0,0,0,0,0,0,0,0,0,0,0,1,100,0
P_21_15_14,m,25,21A,0.011781329,0.411717226,0.872942947,0.034402929,0.801372167,0.672847365,0.159844227,2.236765992,0.401278131,0.553781296,3.699939463,0.508087705,0,,,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_21_15_15,m,25,17A,0.038918201,0.776821148,0.810028529,0.073800708,1.554785767,0.383450278,0.403705076,2.928432098,0.591266853,0.871479048,5.194322997,0.405684753,0,0,0,0,0,0,0,0,0,,,0,0,3,4,100,0
P_21_15_15,m,25,17C,0.016577109,0.551960718,0.68341118,0.029462372,0.881886056,0.47580872,0.226134564,2.721396381,0.383506722,0.615945453,4.427187731,0.39470808,0,0,0,0,0,0,0,0,1,,,1,2,3,3,100,0
P_21_15_15,m,25,17B,0.02179365,0.611084953,0.73302101,0.029751929,0.883702159,0.478512105,0.267455178,3.66213762,0.250479005,0.704608553,4.603349701,0.417628005,0,0,0,0,0,0,0,0,0,,,2,2,2,2,100,0
P_21_15_20,m,25,31A,0.009021494,0.353332885,0.907611504,0.046605021,1.826192238,0.175521111,0.526173895,4.716217125,0.297119637,1.020935436,7.486446492,0.228789699,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,100,0
P_21_15_20,m,25,31C,0.009374391,0.355956145,0.929265298,0.030910154,0.951099751,0.429179212,0.548867884,4.658236362,0.317697953,1.000091893,6.949821753,0.260065183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,100,0
P_21_15_20,m,25,31B,0.009704666,0.386493576,0.815991609,0.057273367,1.670612767,0.257745306,0.374817293,3.799287012,0.326140741,0.636784471,4.943229972,0.327310903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
P_21_15_21,m,25,5A,0.008655024,0.358915719,0.843864987,0.047794917,1.486917334,0.271517421,0.315494409,3.358243089,0.351363825,0.997463264,5.288625816,0.447920426,1,1,2,2,2,2,2,2,2,2,2,2,,2,2,7,0
P_21_15_21,m,25,5B,0.008541916,0.352862044,0.861658263,0.05196634,2.321651981,0.12109258,0.274956501,3.09060335,0.361548938,0.966173066,5.800766799,0.360639883,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,100,0
P_21_15_21,m,25,5C,0.006623605,0.34775005,0.687938524,0.044885779,1.366449183,0.301933593,0.269396112,2.698459676,0.464674775,0.97782319,5.359386561,0.427582386,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,100,0
P_21_15_22,m,25,30A,0.025435727,0.621712518,0.826522298,0.090418536,1.316943566,0.654806195,0.33807529,3.328176498,0.3833455,0.734174984,3.61693684,0.704867313,0,0,0,0,0,0,0,0,1,3,6,7,8,10,10,100,0
P_21_15_22,m,25,30C,0.033294471,0.741508038,0.760553962,0.059169057,1.012040089,0.725585938,0.187668795,2.282168561,0.452570527,0.315385825,3.729535212,0.284788459,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,100,0
P_21_15_22,m,25,30B,0.025661943,0.666980561,0.724524082,0.06274327,1.093361135,0.65921871,0.223112318,3.154032421,0.28169613,0.363967973,3.201789198,0.445930667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_21_15_3,m,25,29A,0.030217933,0.669065716,0.847845749,0.057259794,0.956480796,0.786116502,0.235088193,2.683930854,0.409899899,0.749186678,4.178448914,0.53895126,0,0,0,0,0,,0,0,0,0,1,1,1,1,1,100,0
P_21_15_3,m,25,29B,0.030968971,0.696105469,0.80272413,0.061286439,1.100760073,0.635285132,0,0,#DIV/0!,0.204838589,3.273827941,0.240043369,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0
P_21_15_3,m,25,29C,0.028815394,0.649492164,0.857958683,0.05256355,0.907647811,0.80138203,0.192455525,2.682383803,0.33595274,0.386585049,2.891773727,0.580638833,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0
P_21_15_4,m,25,3A,0.020621851,0.557139974,0.834427556,0.08576301,1.480998184,0.491112066,0.36768244,3.889486783,0.305265643,0.873610003,7.075738212,0.219161228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_21_15_4,m,25,3B,0.022748281,0.572745006,0.870994884,0.068823956,1.023205758,0.82566395,0.402863553,5.628976929,0.15969403,0.757353075,5.896347616,0.273603642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_21_15_5,m,25,29B,0.024177966,0.64370754,0.732878892,0.064476085,1.141386964,0.621616423,0.399049551,4.551960718,0.241890858,0.932285909,4.872671016,0.493179003,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,100,0
P_21_15_5,m,25,29A,0.031946224,0.730207843,0.752516768,0.078854374,1.20777561,0.678958009,0.285014065,3.818187933,0.245550786,0.788991645,5.005717361,0.395484435,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0
P_21_15_5,m,25,29C,0.018889036,0.603753279,0.650849284,0.048170435,0.911347279,0.728454462,0.335727168,3.989641488,0.264916118,0.769310853,3.927221363,0.62649951,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0
P_21_15_5,m,25,8A,0.013183869,0.466805677,0.759906652,0.039243952,0.81045268,0.750424576,0.182782529,2.093293872,0.523918721,0.64254393,5.559695971,0.261090085,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,100,0
P_21_15_5,m,25,8B,0.024363463,0.654066052,0.715295424,0.072371023,1.317347145,0.523785996,0.282905731,2.78300935,0.458777441,0.757448086,4.831371494,0.407569472,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0
P_21_15_5,m,25,8C,0.021386461,0.58929172,0.77351347,0.056549476,1.207842873,0.48685243,0.333940061,3.293132441,0.386758411,0.993581397,5.625479249,0.39434291,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0
P_21_15_6,f,25,29B,0.030462247,0.768413264,0.647980393,0.115614474,3.443465393,0.122464553,0.306491012,3.581220152,0.300154834,0.696754333,3.966032152,0.556361227,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,7,0
P_21_15_6,f,25,29A,0.034018362,0.750857604,0.757858062,0.053762495,1.030335643,0.636079803,0.241793235,2.575435528,0.457859701,0.42713653,2.931929777,0.624092876,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,7,0
P_21_15_6,f,25,29C,0.028326768,0.662675725,0.810185632,0.063299762,1.130154032,0.622467148,0.26402122,3.005784624,0.367039458,0.520627079,3.41420596,0.560966543,0,0,2,2,2,,2,2,2,2,2,2,2,2,2,100,0
P_21_15_6,f,25,30A,0.027562158,0.641824174,0.840370328,0.058639712,1.061949284,0.653091324,0.264003122,4.084415148,0.198764558,0.700799075,6.055088451,0.240072368,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,100,0
P_21_15_6,f,25,30B,0.028462497,0.667585929,0.802136528,0.055879877,1.405865339,0.35510569,0.329936038,4.38393758,0.215620809,0.653850206,5.620838098,0.259935593,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,100,0
P_21_15_6,f,25,30C,0.031923602,0.724355956,0.76418315,0.078813655,1.355888881,0.538446934,0.288009164,3.003430416,0.401015166,0.603087335,6.07197148,0.205452014,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0
P_21_15_8,f,25,29B,0.031131846,0.70579135,0.784949743,0.049835385,1.853030201,0.18228984,0.264867267,2.886728997,0.399214127,0.602901838,4.688504742,0.344482789,0,0,0,0,0,,0,0,0,0,0,1,4,6,11,100,0
P_21_15_8,f,25,29A,0.028996367,0.727786373,0.68758341,0.057707702,0.997982108,0.727742786,0.24708669,2.874016278,0.375716738,0.645050404,4.498890159,0.400287945,0,0,0,0,0,,0,0,1,1,2,2,4,4,7,100,0
P_21_15_8,f,25,29C,0.022997119,0.608528957,0.780010715,0.041501588,0.91289433,0.625479861,0.271495396,3.458263268,0.285125464,0.672123935,4.038945315,0.517491302,0,0,0,0,0,,0,0,0,1,1,2,3,5,5,100,0
P_21_5_1,m,26,29A,0.025499068,0.687092218,0.678396943,0.047419398,1.067330329,0.522814925,0.172489701,2.945920495,0.249638041,0.520523019,3.453218538,0.54825355,0,0,0,0,0,,0,0,0,1,3,3,4,4,6,100,0
P_21_5_1,m,26,29B,0.027186639,0.661599516,0.780108129,0.04690815,0.884778368,0.752608212,0.188614378,2.950561647,0.272116608,0.407256667,3.171049976,0.508688207,0,0,0,0,0,,0,0,0,0,0,0,0,3,3,100,0
P_21_5_1,m,26,29C,0.0174684,0.541064102,0.749454579,0.02468469,0.741373512,0.564083229,0.138747322,2.422882895,0.296858441,0.225066824,2.082868097,0.651594764,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0
P_21_5_11,f,26,27C,0.032086478,0.708011031,0.803954805,0.061797687,1.109773323,0.630221622,0.332528473,2.894329724,0.498565782,0.655117016,4.984327706,0.331203824,0,0,0,0,0,2,2,2,,,7,7,10,11,14,100,0
P_21_5_11,f,26,27A,0.025168792,0.640277124,0.771109486,0.042867932,0.847043788,0.750430456,0.445876263,3.611959373,0.429257882,0.742137787,6.156924733,0.245893187,0,0,0,0,0,0,1,4,,,3,3,4,7,13,100,0
P_21_5_11,f,26,27B,0.029385459,0.696710836,0.760356007,0.051961816,0.940135871,0.738401735,0.488870876,4.001143472,0.38354432,0.805319916,5.977332347,0.283102218,0,0,0,0,0,0,0,0,,,1,2,3,6,11,100,0
P_21_5_12,f,26,23A,0.051025281,0.96051658,0.69464884,0.089672023,1.429743728,0.55097286,0.36535694,3.196071837,0.449235363,0.803419702,5.172260712,0.377199668,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0
P_21_5_12,f,26,23B,0.034425551,0.72926616,0.813014737,0.085256287,1.441380238,0.515417221,0.379119921,3.253850811,0.449749792,0.768360746,4.219815699,0.541960758,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0
P_21_5_12,f,26,23C,0.029104951,0.794982175,0.578417902,0.041501588,0.860361875,0.704193537,0.081229642,1.522903074,0.439905762,0.79418104,3.917333692,0.650021945,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0
P_21_5_3,m,26,26B,0.025422154,0.611219479,0.854688018,0.036624371,0.921571265,0.541629063,0.135462666,1.976390664,0.435575727,0.39945674,3.007331674,0.554749265,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,100,0
P_21_5_3,m,26,26C,0.025725284,0.734579942,0.598786059,0.049930396,0.909127598,0.758760938,0.167386268,2.081993677,0.485009956,0.303278744,2.86419587,0.464329402,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,100,0
P_21_5_3,m,26,26A,0.030122923,0.698257887,0.775988077,0.047360582,0.933813143,0.682160716,0.176801378,2.39402704,0.387451354,0.443320022,3.217999596,0.537693783,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0
P_21_5_4,f,26,16A,0.028625373,0.651510056,0.847029516,0.055196704,0.92453084,0.81107307,0.24558914,2.523979283,0.484202721,0.729664237,4.567296697,0.439333429,0,0,0,0,0,0,1,1,1,1,1,,,4,4,100,0
P_21_5_4,f,26,16B,0.025272852,0.642025964,0.770085073,0.05552698,0.964350575,0.749935311,0.270721738,2.382323266,0.599116642,0.823919396,5.509046882,0.34097413,0,0,0,0,0,0,0,0,0,0,1,,,2,4,100,0
P_21_5_4,f,26,16C,0.024082956,0.627497141,0.76820286,0.046899101,0.872940069,0.773010342,0.213262873,2.257213964,0.525725979,0.6633739,5.481199973,0.27732992,0,0,0,0,0,0,0,0,0,0,0,,,0,1,100,0
P_21_5_5,m,26,25C,0.013595582,0.438084348,0.889758119,0.053780592,1.056635501,0.605013162,0.250466357,2.438487926,0.52905134,0.580818632,3.355283514,0.647995117,0,0,0,,,1,3,8,9,9,9,9,10,10,15,100,0
P_21_5_5,m,26,25A,0.015052413,0.464787785,0.875157755,0.054038478,1.235286204,0.444792616,0.323117888,2.630725768,0.586407455,0.663876099,3.701688303,0.608522975,0,0,0,,,0,1,1,1,1,6,6,8,9,11,100,0
P_21_5_5,m,26,25B,0.014599981,0.445550548,0.923736187,0.057843432,1.079034102,0.623983848,0.295171163,2.56406807,0.563903077,0.616189766,3.386964418,0.674656723,0,0,0,,,0,0,0,0,0,0,2,4,4,4,100,0
P_21_5_7,m,26,30A,0.038406953,0.812336046,0.731017949,0.063249994,1.068877379,0.695335425,0.226351731,3.508172463,0.230999792,0.316810986,4.213896549,0.224089823,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,100,0
P_21_5_7,m,26,30B,0.029570956,0.681307594,0.800144714,0.055088121,0.955001009,0.758647333,0.195821619,3.416291115,0.210736874,0.454920379,4.068608327,0.345170176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_21_5_7,m,26,30C,0.028281524,0.651510056,0.836854988,0.056544952,0.985942019,0.730601778,0.276042338,2.671554449,0.485777367,0.46689173,3.943566288,0.377074818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
P_22_1_10,f,27,13C,0.029670491,0.705118719,0.749531484,0.050631665,0.917871797,0.754827652,0.193333243,3.076612632,0.256537311,0.493974309,3.549673774,0.49239895,0,0,0,0,0,0,0,0,0,,1,3,7,7,10,100,0
P_22_1_10,f,27,13B,0.023974372,0.662675725,0.685700952,0.042044506,0.867828076,0.701183199,0.164318779,1.837088855,0.611528236,0.440714014,3.410237439,0.475967462,0,0,0,0,0,0,0,1,1,,1,1,1,4,4,100,0
P_22_1_10,f,27,13A,0.037235154,0.781193247,0.766347652,0.068873724,1.330127127,0.488941502,0.255958881,2.358175826,0.578106,0.588980506,3.873209121,0.493115516,0,0,0,0,0,0,0,0,1,,2,2,2,3,3,100,0
P_22_1_11,m,27,25B,0.013984673,0.444003498,0.89098251,0.066095791,1.16761956,0.608920678,0.288248953,2.869913231,0.439561701,0.487871002,4.954395641,0.249639483,0,0,0,,,0,2,2,2,4,4,5,12,18,20+,13,21
P_22_1_11,m,27,25A,0.015627001,0.482948813,0.841517369,0.043333937,1.454832851,0.257152997,0.329334304,2.930853568,0.481546651,0.465385131,5.337257012,0.205194592,0,0,0,,,1,5,8,11,14,19,20+,,,,12,18
P_22_1_11,m,27,25C,0.014088733,0.448241071,0.880720836,0.019517917,0.585861304,0.714222406,0.143669783,2.559763234,0.275394638,0.428855771,5.428331203,0.182796646,0,0,0,,,0,1,3,4,4,4,6,12,12,17,100,0
P_22_1_16,f,27,26A,0.028073406,0.665366247,0.796458607,0.047161512,1.334768279,0.332480061,0.18613505,3.385619157,0.203958399,0.640928748,5.317952512,0.284649537,0,0,0,0,0,0,1,1,1,,3,5,5,5,15,100,0
P_22_1_16,f,27,26B,0.0257841,0.647474272,0.772496609,0.053785116,0.966570256,0.723077586,0.24548508,3.105670276,0.319671597,0.738984336,4.73343647,0.414258823,0,0,0,0,0,0,0,0,0,,1,1,2,2,3,100,0
P_22_1_16,f,27,26C,0.024567058,0.672966974,0.681326503,0.05386203,1.051590772,0.611756826,0.244774762,2.580749311,0.461598763,0.692067137,4.941481133,0.355978348,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,100,0
P_22_1_2,f,27,20C,0.014998121,0.458666846,0.895430311,0.032878234,0.948947333,0.45857872,0.187270655,3.27994888,0.218637785,0.53199217,5.63799018,0.210206553,0,0,0,0,,,0,0,2,4,7,10,12,14,15,100,0
P_22_1_2,f,27,20A,0.013242685,0.427456784,0.910293103,0.029665966,0.726979216,0.705024406,0.156808408,2.640277124,0.282527001,0.377581652,4.092688505,0.283128207,0,0,0,0,,,0,0,0,0,0,0,0,2,3,100,0
P_22_1_2,f,27,20B,0.014301376,0.462904419,0.838271689,0.031168041,0.797605435,0.61535103,0.172191096,2.406336181,0.373497524,0.533937628,7.021860496,0.136011545,0,0,0,0,,,0,0,0,0,0,0,0,1,1,100,0
