Sample,Sex,Family,Plate,Week_3_area,Week_3_perimeter,Week_3_Circularity,Days_until_gametophores,Total_Gametophores
P_22_6_3,m,31,22A,0.838143858,4.649693953,0.486922082,100,0
P_22_6_3,m,31,22C,0.842509827,5.739019304,0.321284107,100,0
P_22_6_4,f,31,3A,1.692457636,6.812874151,0.457980211,100,0
P_22_6_4,f,31,3C,1.067011111,8.630860295,0.179907972,100,0
P_22_6_4,f,31,3B,1.191162977,7.363287819,0.27594166,100,0
P_22_6_5,f,31,6A,0.760271262,3.839241273,0.647839468,7,0
P_22_6_5,f,31,6B,0.556459693,3.361740768,0.618436209,100,0
P_22_6_5,f,31,6C,0.733410374,3.983251497,0.580578878,100,0
P_24_5_14,f,32,25B,0.056621865,1.376336853,0.375425988,7,0
P_24_5_14,f,32,25C,0.249163353,3.160355149,0.313330034,100,0
P_24_5_14,f,32,25A,0.113307071,1.961592789,0.369852824,100,0
P_24_5_15,f,32,17A,0.703907283,4.39052936,0.458639364,100,0
P_24_5_15,f,32,17B,0.495331605,3.728122688,0.447615675,100,0
P_24_5_15,f,32,17C,0.65345659,3.83655075,0.557602211,100,0
P_24_5_16,f,32,14A,0.872795625,6.136745813,0.291089091,10,16
P_24_5_16,f,32,20A,0.678951134,8.699334096,0.112682413,13,21
P_24_5_16,f,32,14B,0.574692703,3.799017959,0.500129681,100,0
P_24_5_16,f,32,14C,0.49350378,3.450595278,0.52058551,100,0
P_24_5_16,f,32,20B,0.517405763,4.248671554,0.360010015,100,0
P_24_5_16,f,32,20C,0.793086155,7.610546849,0.171980133,100,0
P_24_5_17,m,32,21B,0.947397138,5.613573687,0.377609448,15,21
P_24_5_17,m,32,21A,0.88247767,4.706127665,0.500456064,17,21
P_24_5_17,m,32,21C,0.813821114,4.008206094,0.636236389,100,0
P_24_5_18,m,32,24A,0.214253699,2.251294814,0.530949513,100,0
P_24_5_18,m,32,24B,0.358321622,2.609739692,0.66079732,100,0
P_24_5_18,m,32,24C,0.244829054,2.097060604,0.699247031,100,0
P_24_5_6,m,32,23A,0.696292852,4.345866685,0.463050948,7,20
P_24_5_6,m,32,23B,0.316471662,2.55155714,0.610539645,19,0
P_24_5_6,m,32,23C,0.07116303,1.471850407,0.412588125,100,0
P_24_5_8,f,32,15A,0.935756063,4.987690859,0.47244715,100,0
P_24_5_8,f,32,15B,0.950220314,4.784085559,0.521454085,100,0
P_24_5_8,f,32,15C,0.828900672,5.004237573,0.415734717,100,0
P_24_6_1,x,33,1B,0.465543482,3.925539786,0.379447,7,21
P_24_6_1,x,33,1A,0.759262338,5.123831304,0.363238482,7,0
P_24_6_13,m,33,30B,0.821729625,8.601937176,0.139484533,7,0
P_24_6_13,m,33,30C,0.950776805,8.989977803,0.147757991,100,0
P_24_6_13,m,33,30A,0.928919815,8.874890698,0.148129597,100,0
P_24_6_14,m,33,20C,0.829434542,4.744534876,0.462790537,100,0
P_24_6_14,m,33,20A,0.946813501,5.273827941,0.42756502,100,0
P_24_6_14,m,33,20B,0.990835135,5.241608933,0.452962038,100,0
P_24_6_15,f,33,31C,0.569005633,5.980157396,0.199839335,100,0
P_24_6_15,f,33,31A,0.970887408,8.866751867,0.155106286,100,0
P_24_6_15,f,33,31B,0.921508979,8.446290442,0.16223972,100,0
P_24_6_20,f,33,29A,0.663315084,5.336718908,0.292523564,100,0
P_24_6_20,f,33,29B,0.617266554,4.556265555,0.373460203,100,0
P_24_6_20,f,33,29C,0.596332526,4.577789736,0.357409799,100,0
P_24_6_4,m,33,5A,1.070951794,5.449451806,0.452953823,100,0
P_24_6_4,m,33,5B,1.108924412,5.855518935,0.406219535,100,0
P_24_6_4,m,33,5C,0.930924089,5.028788592,0.462356695,100,0
P_24_6_7,f,33,6A,0.961933778,5.950359857,0.341230901,100,0
P_24_6_7,f,33,6B,0.887522287,4.821349297,0.479547592,100,0
P_24_6_7,f,33,6C,0.623442251,3.696912625,0.572937829,100,0
P_4_11_1,m,34,14B,0.910085071,5.458128742,0.383693179,100,0
P_4_11_1,m,34,14A,0.782024193,4.965359521,0.39839,100,0
P_4_11_1,m,34,14C,0.858489725,4.420394162,0.551826748,100,0
P_4_11_10,m,34,24A,0.71244015,4.306383265,0.482517054,100,0
P_4_11_10,m,34,24C,0.593075015,3.690858949,0.546819976,100,0
P_4_11_10,m,34,24B,0.615013443,3.644043856,0.581710708,100,0
P_4_11_15,m,34,30A,0.591260763,5.529225802,0.242907009,7,0
P_4_11_15,m,34,30B,0.591075266,5.898903612,0.213348614,100,0
P_4_11_15,m,34,30C,0.616108328,6.166476088,0.203503843,100,0
P_4_11_19,f,34,25C,0.774531919,5.437344454,0.329044978,100,0
P_4_11_19,f,34,25A,0.814685259,5.329050918,0.360312856,100,0
P_4_11_19,f,34,25B,0.83494064,5.499831842,0.346694073,100,0
P_4_11_2,m,34,20A,0.422091913,5.927557678,0.150884662,100,0
P_4_11_2,m,34,20B,0.412993505,4.946055021,0.212038623,100,0
P_4_11_2,m,34,20C,0.351268207,4.604089594,0.208133003,100,0
P_4_11_26,f,34,23A,0.595287408,4.907244232,0.310485261,11,0
P_4_11_26,f,34,23B,0.392665735,4.029326697,0.303771959,100,0
P_4_11_26,f,34,23C,0.163214845,1.844555055,0.602512487,100,0
P_4_11_28,F,34,28B,0.91581286,6.406672496,0.280240778,100,0
P_4_11_28,F,34,28C,0.635504088,5.942221026,0.226053057,100,0
P_4_11_28,F,34,28A,1.12959603,5.905159077,0.406864309,100,0
P_4_11_28,F,34,17B,1.181675478,6.272617206,0.377216162,100,0
P_4_11_28,F,34,17A,1.090162057,6.29663012,0.345353878,100,0
P_4_11_28,F,34,17C,0.716530136,5.353601937,0.314001662,100,0
P_4_11_6,f,34,22C,0.786865215,5.77621578,0.296212355,100,0
P_4_11_6,f,34,22A,0.73217071,4.993004641,0.368874005,100,0
P_4_11_6,f,34,22B,0.627455323,4.293536019,0.427506012,100,0
P_6_1_10,f,35,14B,0.61686389,4.429003834,0.394972515,100,0
P_6_1_10,f,35,14A,1.069865957,5.723952378,0.410135143,100,0
P_6_1_10,f,35,14C,0.512044443,3.516311293,0.52014289,100,0
P_6_1_11,f,35,31A,0.739767043,8.019102711,0.144488428,100,0
P_6_1_11,f,35,31B,0.494309109,5.245577453,0.225632495,100,0
P_6_1_11,f,35,31C,0.334387969,3.283648349,0.389517523,100,0
P_6_1_13,m,35,22B,0.393362481,3.573619426,0.386870819,100,0
P_6_1_13,m,35,22A,0.267138476,2.673168763,0.469540792,100,0
P_6_1_13,m,35,22C,303.2515985,2.772314522,495.5731157,100,0
P_6_1_17,m,35,31A,0.326049647,3.132037398,0.417464448,100,0
P_6_1_17,m,35,31C,0.221542379,2.391538306,0.486509999,100,0
P_6_1_17,m,35,31B,0.042542181,2.030671958,0.129577575,100,0
P_6_1_19,m,35,17A,0.413038748,3.073249479,0.549268637,7,0
P_6_1_19,m,35,17B,0.296085076,2.626622721,0.539027302,100,0
P_6_1_19,m,35,17C,0.419422564,3.006928096,0.582633355,100,0
P_6_1_4,f,35,7C,0.441754608,2.853164727,0.681580308,100,0
P_6_1_4,f,35,7A,0.189591631,2.306383265,0.44765748,100,0
P_6_1_4,f,35,7B,0.167540095,2.393421672,0.367341469,100,0
P_6_1_5,f,35,31A,0.933873946,9.337593328,0.134526545,100,0
P_6_1_5,f,35,31B,0.863493623,7.872401964,0.17499847,100,0
P_6_1_5,f,35,31C,0.535123,10.40889218,0.062034636,100,0
P_6_1_9,m,35,21A,0.612941304,4.37559696,0.402099843,100,0
P_6_1_9,m,35,21B,0.309780192,3.990986749,0.244277076,100,0
P_6_1_9,m,35,21C,0.362013467,3.610412323,0.348819504,100,0
P_6_18_1,f,36,10A,0.705852741,6.485168494,0.210795442,100,0
P_6_18_1,f,36,10B,0.11038436,2.689042847,0.191735151,100,0
P_6_18_1,f,36,10C,0.243241018,4.24571198,0.169482707,100,0
P_6_18_10,f,36,15A,0.855453907,5.166139773,0.402581626,7,0
P_6_18_10,f,36,15C,0.634662565,5.03598574,0.314313865,100,0
P_6_18_10,f,36,15B,0.636142018,4.017017556,0.495149405,100,0
P_6_18_12,m,36,16B,1.089858927,6.440640344,0.329990798,100,0
P_6_18_12,m,36,16C,1.135011641,6.637922917,0.323538186,100,0
P_6_18_12,m,36,16A,1.136373461,6.720118383,0.316050786,100,0
P_6_18_13,m,36,12A,1.007620362,4.640075335,0.587809379,100,0
P_6_18_13,m,36,12B,0.739649411,7.078899576,0.185389039,100,0
P_6_18_13,m,36,12C,0.625351514,8.380305374,0.111839227,100,0
P_6_18_16,f,36,5B,0.478813313,3.119391942,0.618039119,100,0
P_6_18_16,f,36,5A,0.416888945,2.638191969,0.752310685,100,0
P_6_18_16,f,36,5C,0.43534817,3.14084886,0.554283929,100,0
P_6_18_5,f,36,11C,0.739423195,6.644918275,0.210331065,7,0
P_6_18_5,f,36,11A,0.873130425,8.400349768,0.155408233,100,0
P_6_18_5,f,36,11B,0.870049363,6.966906572,0.225140466,100,0
P_6_18_6,m,36,2A,0.988554877,7.913230645,0.198281764,100,0
P_6_18_6,m,36,2B,0.932901217,6.609874218,0.268187733,100,0
P_6_18_6,m,36,2C,0.955373514,7.903275711,0.19210938,100,0
P_6_18_7,f,36,9A,0.635205483,5.337526064,0.280042445,100,0
P_6_18_7,f,36,9B,0.568951341,4.314589359,0.383871464,100,0
P_6_18_7,f,36,9C,0.661306286,6.887805206,0.175077597,100,0
P_6_2_12,f,37,10A,1.148982741,5.022196812,0.572157623,100,0
P_6_2_12,f,37,10B,0.040470043,1.204210668,0.350524486,100,0
P_6_2_12,f,37,10C,0.138335609,2.001883366,0.433556882,100,0
P_6_2_13,m,37,3C,0.58861856,4.389049573,0.383780248,100,0
P_6_2_13,m,37,3A,0.446916857,4.389385888,0.291345858,100,0
P_6_2_13,m,37,3B,0.485486685,4.938521558,0.250019024,100,0
P_6_2_22,f,37,4B,0.61353399,6.97410372,0.158435122,100,0
P_6_2_22,f,37,4C,0.513718442,6.551826192,0.150310756,100,0
P_6_2_22,f,37,4A,0.51453282,7.12416762,0.127331092,100,0
P_6_2_23,m,37,13B,0.363185266,3.331539652,0.410986813,100,0
P_6_2_23,m,37,13C,0.387634691,2.852761149,0.598248274,100,0
P_6_2_23,m,37,13A,0.562775644,3.856393354,0.475293945,100,0
P_6_2_25,f,37,2C,0.561029256,4.942691868,0.288435077,7,0
P_6_2_25,f,37,2A,0.948722764,6.870182283,0.25245992,100,0
P_6_2_25,f,37,2B,0.640874456,5.411044595,0.274916227,100,0
P_6_2_3,m,37,12A,0.39632591,4.519539921,0.243698946,100,0
P_6_2_3,m,37,12B,0.400031328,4.070020852,0.303312546,100,0
P_6_2_3,m,37,12C,0.591930362,4.204546983,0.420554067,100,0
P_6_2_9,f,37,9C,0.429706343,3.624806619,0.410763381,100,0
P_6_2_9,f,37,9A,0.252592787,3.324880608,0.286984522,100,0
P_6_2_9,f,37,9B,0.262876567,2.627631667,0.478203267,100,0
P_6_3_10,m,38,12A,0.589102662,5.051187193,0.289997129,100,0
P_6_3_10,m,38,12B,0.640915175,9.549875563,0.088266269,100,0
P_6_3_10,m,38,12C,0.845590889,6.403040291,0.259046343,100,0
P_6_3_11,f,38,13B,0.893431049,9.117239524,0.134996948,7,21
P_6_3_11,f,38,13A,1.115968778,7.722136275,0.235053521,100,0
P_6_3_11,f,38,13C,1.12021259,5.923185579,0.401032352,100,0
P_6_3_12,m,38,6A,0.516514472,3.387300733,0.565411479,7,0
P_6_3_12,m,38,6B,0.507094837,3.736126993,0.456284346,100,0
P_6_3_12,m,38,6C,0.494245769,3.117575839,0.638702396,100,0
P_6_3_14,m,38,16A,0.734758621,4.351651308,0.487333372,100,0
P_6_3_14,m,38,16B,0.844360274,5.438487926,0.358559385,100,0
P_6_3_14,m,38,16C,0.751928416,5.969664357,0.26501247,100,0
P_6_3_22,f,38,18C,0.472474741,4.430819937,0.30227347,100,0
P_6_3_22,f,38,18B,0.396303289,4.496334163,0.246206863,100,0
P_6_3_22,f,38,18A,0.559364307,5.121140782,0.267886581,100,0
P_6_3_24,f,38,11A,1.059957696,6.178852492,0.348708487,100,0
P_6_3_24,f,38,11B,0.926372623,5.060738548,0.454305034,100,0
P_6_3_24,f,38,11C,1.039942104,5.549471985,0.424126565,100,0
P_6_3_4,m,38,4C,0.234513604,3.371964754,0.259054791,100,0
P_6_3_4,m,38,4B,0.316643586,2.985807493,0.446104626,100,0
P_6_3_4,m,38,4A,0.493399721,4.341965427,0.328712195,100,0
P_6_3_8,f,38,2A,1.158447619,8.463375261,0.203132234,100,0
P_6_3_8,f,38,2B,1.438765439,7.33456649,0.335916036,100,0
P_6_3_8,f,38,2C,1.321476967,9.782874823,0.173426813,100,0
P_6_5_10,f,39,21B,0.943637428,5.766260846,0.356456246,100,0
P_6_5_10,f,39,21A,1.183747616,5.94053945,0.421305364,100,0
P_6_5_10,f,39,21C,1.181467359,6.672496132,0.333299533,100,0
P_6_5_11,f,39,27A,1.139698837,7.998385686,0.223756191,100,0
P_6_5_11,f,39,27C,1.240111595,6.426313311,0.377160859,100,0
P_6_5_11,f,39,27B,1.029599509,6.627160826,0.294444161,100,0
P_6_5_2,f,39,24A,0.85420067,6.904284657,0.22506718,100,0
P_6_5_2,f,39,24B,0.361162895,5.043317414,0.17834468,100,0
P_6_5_2,f,39,24C,0.891137219,6.678886124,0.250914723,100,0
P_6_5_20,m,39,8B,1.181173278,5.671756239,0.461177529,100,0
P_6_5_20,m,39,8A,1.275559643,6.198896886,0.416928502,100,0
P_6_5_20,m,39,8C,1.354495454,7.066792224,0.340661101,100,0
P_6_5_3,m,39,25A,0.668721646,6.973498352,0.172716415,100,0
P_6_5_3,m,39,25B,0.18893108,4.940404924,0.097222762,100,0
P_6_5_3,m,39,25C,0.721574753,6.047353198,0.247822252,100,0
P_6_5_4,m,39,19B,0.71647132,4.47191767,0.449987915,100,0
P_6_5_4,m,39,19A,0.822435419,5.964619627,0.290352746,100,0
P_6_5_4,m,39,19C,0.75546191,4.8810789,0.398263546,100,0
P_6_5_9,f,39,22B,0.992056701,5.215779915,0.45802335,15,20
P_6_5_9,f,39,22A,0.680150078,3.963072577,0.543914129,100,0
P_6_5_9,f,39,22C,0.743458889,4.031479115,0.574536691,100,0
P_6_6_14,m,40,21B,0.526201041,4.423555526,0.337752347,100,0
P_6_6_14,m,40,21A,0.552727129,3.728459003,0.49939211,100,0
P_6_6_14,m,40,21C,0.648212903,4.50723078,0.400763094,100,0
P_6_6_15,m,40,8B,0.989514033,4.874419856,0.523077126,100,0
P_6_6_15,m,40,8A,0.964906257,5.112934688,0.463590227,100,0
P_6_6_15,m,40,8C,1.020392517,4.974238246,0.517968966,100,0
P_6_6_17,f,40,19A,0.445469074,4.888208785,0.234157302,100,0
P_6_6_17,f,40,19B,0.755864574,6.456850743,0.22771526,100,0
P_6_6_17,f,40,19C,0.379907153,5.164861774,0.178875023,100,0
P_6_6_18,f,40,27A,0.90230324,5.822963611,0.3342366,100,0
P_6_6_18,f,40,27B,0.859430784,5.135938656,0.409223805,100,0
P_6_6_18,f,40,27C,0.879821894,4.395035986,0.572083647,100,0
P_6_6_22,f,40,18A,0.725936197,5.02347481,0.361309711,100,0
P_6_6_22,f,40,18B,0.583935889,5.071635165,0.285140429,100,0
P_6_6_22,f,40,18C,0.512465205,4.177170915,0.368883757,100,0
P_6_6_25,m,40,22A,0.750340379,5.6805677,0.292054887,100,0
P_6_6_25,m,40,22B,0.809179161,5.195130154,0.376566312,100,0
P_6_6_25,m,40,22C,0.81787038,4.894060671,0.428879632,100,0
P_6_8_11,f,41,28A,1.029934308,5.823434452,0.381452778,100,0
P_6_8_11,f,41,28B,0.939719367,5.303289164,0.419659638,100,0
P_6_8_11,f,41,28C,0.932987179,5.276316675,0.420923922,100,0
P_6_8_15,f,41,22B,0.91191742,5.744938454,0.34703589,19,20
P_6_8_15,f,41,22A,0.806767699,4.961861842,0.411574829,100,0
P_6_8_15,f,41,22C,0.913378776,6.071029798,0.311254634,100,0
P_6_8_16,f,41,25B,0.94126216,5.594941817,0.377667045,7,0
P_6_8_16,f,41,25A,0.962064984,6.651644582,0.273108978,100,0
P_6_8_16,f,41,25C,0.964458349,5.511535616,0.39877496,100,0
P_6_8_20,m,41,26B,0.871347843,5.739221094,0.332257879,7,0
P_6_8_20,m,41,26A,0.959341343,5.366785498,0.418344752,100,0
P_6_8_20,m,41,26C,0.823258845,5.096253447,0.398129179,100,0
P_6_8_26,m,41,23A,1.021125457,6.453151275,0.307981799,8,0
P_6_8_26,m,41,23B,1.003792787,5.07634358,0.489250967,100,0
P_6_8_26,m,41,23C,0.417436387,3.776552095,0.36761141,100,0
P_6_8_3,f,41,24A,0.752055097,4.351987624,0.49872828,100,0
P_6_8_3,f,41,24B,0.717692886,4.082666308,0.540804767,100,0
P_6_8_3,f,41,24C,0.736934819,3.776013991,0.649159664,100,0
P_6_8_4,m,41,29A,0.658867677,4.951772382,0.337494341,100,0
P_6_8_4,m,41,29C,0.478012508,3.427120468,0.511175651,100,0
P_6_8_4,m,41,29B,0.638259399,4.329185444,0.427734696,100,0
P_9_11_1,f,42,22B,0.457408755,3.520078025,0.463649218,7,0
P_9_11_1,f,42,22A,0.557780795,3.819129616,0.480313065,100,0
P_9_11_1,f,42,22C,0.554812841,4.122015201,0.410125682,100,0
P_9_11_10,f,42,16C,0.604200318,4.652182686,0.350636456,100,0
P_9_11_10,f,42,16A,1.130935229,6.361740768,0.350974396,100,0
P_9_11_10,f,42,16B,1.226692462,7.206430349,0.296677731,100,0
P_9_11_11,f,42,21C,0.457585203,2.992466537,0.641804868,100,0
P_9_11_11,f,42,21A,0.440112279,3.005111993,0.61211328,100,0
P_9_11_11,f,42,21B,0.554858084,3.556400081,0.550998396,100,0
P_9_11_14,m,42,23A,0.664495931,4.705118719,0.376999517,15,0
P_9_11_14,m,42,23B,0.755308083,4.612699267,0.445865111,17,0
P_9_11_14,m,42,23C,0.81254978,4.603686016,0.481535405,100,0
P_9_11_20,m,42,20A,0.440189193,5.074998318,0.214663008,100,0
P_9_11_20,m,42,20B,0.282326618,3.068204749,0.376680198,100,0
P_9_11_20,m,42,20C,0.501950686,4.029192171,0.388342327,100,0
P_9_11_3,m,42,15A,0.591301482,3.313916728,0.676262684,100,0
P_9_11_3,m,42,15B,0.732279294,3.695500101,0.673472639,100,0
P_9_11_3,m,42,15C,0.60784692,3.766597161,0.538127901,100,0
P_9_11_7,m,42,14C,0.563404524,3.351449519,0.630005883,100,0
P_9_11_7,m,42,14A,0.425313229,2.874419856,0.646544054,100,0
P_9_11_7,m,42,14B,0.482441818,3.054617609,0.649412857,100,0
P_9_20_1,m,43,6A,0.643742875,5.48113271,0.269129584,100,0
P_9_20_1,m,43,6B,0.515048592,4.314925674,0.347449111,100,0
P_9_20_1,m,43,6C,0.621542037,5.593058452,0.249552216,100,0
P_9_20_10,m,43,1B,0.776735262,3.77951167,0.682953728,100,0
P_9_20_10,m,43,1A,0.793271652,3.986950965,0.626801151,100,0
P_9_20_10,m,43,1C,0.763994777,3.673236026,0.711184625,100,0
P_9_20_14,f,43,12A,1.207984399,11.61882021,0.112389801,7,0
P_9_20_14,f,43,12C,1.161130541,13.89607856,0.075524206,100,0
P_9_20_14,f,43,12B,0.324343979,5.351382256,0.142253687,100,0
P_9_20_4,f,43,25B,0.423164177,5.256070492,0.192387199,18,20
P_9_20_4,f,43,25A,0.397778217,5.56077218,0.16156989,100,0
P_9_20_4,f,43,25C,0.239924691,3.467209255,0.250671221,100,0
P_9_20_5,f,43,21A,0.8026008,3.912827067,0.658427437,100,0
P_9_20_5,f,43,21B,0.725063003,5.107957221,0.34903653,100,0
P_9_20_5,f,43,21C,0.683294481,3.873612699,0.571959345,100,0
P_9_20_6,m,43,8A,0.494376974,4.552566086,0.299595549,100,0
P_9_20_6,m,43,8B,0.847966157,4.531109168,0.518751192,100,0
P_9_20_6,m,43,8C,0.792262729,4.584448779,0.473461441,100,0
P_9_20_7,f,43,11A,0.89033189,6.656487523,0.252377901,100,0
P_9_20_7,f,43,11B,0.721330439,7.044057308,0.182590483,100,0
P_9_20_7,f,43,11C,0.807066304,7.277123831,0.191416479,100,0
P_9_20_9,m,43,18A,0.462720307,4.577789736,0.277329786,100,0
P_9_20_9,m,43,18C,0.520405387,3.820878456,0.447718435,100,0
P_9_20_9,m,43,5A,0.507995177,3.369879599,0.561850096,100,0
P_9_20_9,m,43,5B,0.40025302,2.831035179,0.627239969,100,0
P_9_20_9,m,43,5C,0.435302927,3.578731419,0.426896913,100,0
P_9_20_9,m,43,18B,0.500430514,4.449115491,0.317530951,100,0
P_9_3_10,m,44,10A,0.046003286,1.754826125,0.187633471,100,0
P_9_3_10,m,44,10B,0.023947226,1.152619896,0.226398021,100,0
P_9_3_10,m,44,10C,0.028023638,1.007062622,0.347057316,100,0
P_9_3_11,f,44,4B,0.775644901,6.45106612,0.234093629,100,0
P_9_3_11,f,44,4A,0.681299256,5.406336181,0.292766552,100,0
P_9_3_11,f,44,4C,0.674815905,5.236227887,0.309127663,100,0
P_9_3_12,m,44,24C,0.564522031,3.234815363,0.677597104,100,0
P_9_3_12,m,44,24A,0.603313551,3.727988162,0.54523493,100,0
P_9_3_12,m,44,24B,0.199545135,2.272280891,0.4854078,100,0
P_9_3_14,m,44,29A,1.008398545,6.137620233,0.336218669,100,0
P_9_3_14,m,44,29B,0.535679491,5.191161633,0.249669537,100,0
P_9_3_14,m,44,29C,0.717281173,4.576242685,0.430190659,100,0
P_9_3_2,f,44,6A,0.955839519,5.423488263,0.408147568,100,0
P_9_3_2,f,44,6B,0.778495223,4.809241945,0.422758491,100,0
P_9_3_2,f,44,6C,0.969168166,5.013049035,0.484378519,100,0
P_9_3_3,m,44,20C,0.336374145,3.316674514,0.384066599,100,0
P_9_3_3,m,44,20A,0.18587264,4.152418107,0.135395102,100,0
P_9_3_3,m,44,20B,0.179696943,1.886728997,0.634032149,100,0
P_9_3_6,f,44,1C,0.566526305,3.609201587,0.546244956,100,0
P_9_3_6,f,44,1A,0.687425185,5.129548665,0.328138184,100,0
P_9_3_6,f,44,1B,0.511058142,4.053608663,0.390639641,100,0
P_9_3_8,f,44,5C,1.002037351,4.967444676,0.510043799,100,0
P_9_3_8,f,44,5A,1.296973249,5.828546445,0.479512723,100,0
P_9_3_8,f,44,5B,1.126297801,5.392950831,0.486395954,100,0
P_9_7_1,f,45,8A,0.779893238,5.123225937,0.373196684,100,0
P_9_7_1,f,45,8B,0.814640016,4.133988027,0.598710603,100,0
P_9_7_1,f,45,8C,0.842197649,4.546579673,0.511721957,100,0
P_9_7_10,m,45,4B,0.617180592,4.415282169,0.397635338,100,0
P_9_7_10,m,45,4C,0.542022588,4.266899845,0.373922955,100,0
P_9_7_10,m,45,4A,0.516170623,5.916324746,0.185216177,100,0
P_9_7_11,m,45,25B,0.446808273,4.006524517,0.349603069,100,0
P_9_7_11,m,45,25C,0.566110068,3.634290711,0.538333232,100,0
P_9_7_11,m,45,25A,0.555717705,3.556131028,0.551935545,100,0
P_9_7_12,f,45,11A,0.820254697,9.761619695,0.108117152,100,0
P_9_7_12,f,45,11B,0.902466116,8.607587274,0.152988108,100,0
P_9_7_12,f,45,11C,0.752023426,7.520952445,0.166984178,100,0
P_9_7_18,m,45,5A,0.458159792,3.44010224,0.486254812,100,0
P_9_7_18,m,45,5B,0.423960457,3.15423421,0.535213569,100,0
P_9_7_18,m,45,5C,0.412269614,3.372233806,0.455339798,100,0
P_9_7_21,f,45,20B,0.648095271,5.222506222,0.298449297,100,0
P_9_7_21,f,45,20C,0.541334891,4.170780924,0.390859707,100,0
P_9_7_21,f,45,20A,0.461231805,4.504674783,0.28548415,100,0
P_9_7_3,f,45,6A,0.945130454,3.975785296,0.750992414,100,0
P_9_7_3,f,45,6B,0.774301178,3.924194525,0.631536571,100,0
P_9_7_3,f,45,6C,0.721280672,3.775072308,0.63568708,100,0
P_9_7_4,m,45,1C,0.465190585,3.513418982,0.473326336,100,0
P_9_7_4,m,45,1B,0.519921285,5.010694827,0.260094597,100,0
P_9_7_4,m,45,1A,0.621238907,3.919351584,0.507948684,100,0
