Sample,Sex,Family,Plate,Week_3_area,Week_3_perimeter,Week_3_Circularity,Days_until_gametophores,Total_Gametophores
P_2_13_4,m,18,17A,0.486735397,3.384946526,0.533554695,7,0
P_2_13_4,m,18,17B,0.630486617,3.975852559,0.500962216,100,0
P_2_13_4,m,18,17C,0.221664535,2.248806081,0.550531078,100,0
P_2_13_5,f,18,16B,0.717416903,4.616802314,0.422745201,100,0
P_2_13_5,f,18,16A,0.670169428,4.247864398,0.46647993,100,0
P_2_13_5,f,18,16C,0.646742499,4.921773054,0.335334218,100,0
P_2_13_6,m,18,11A,0.778259958,5.380238111,0.33768466,100,0
P_2_13_6,m,18,11B,0.873433554,5.153090738,0.413127335,100,0
P_2_13_6,m,18,11C,0.629034311,6.198627833,0.205623549,100,0
P_2_13_7,f,18,9C,0.72066084,4.558754288,0.435540147,100,0
P_2_13_7,f,18,9A,0.454386509,4.457187059,0.287272032,100,0
P_2_13_7,f,18,9B,0.553727004,3.759601803,0.492041399,100,0
P_2_13_8,f,18,4B,0.491151134,4.977870451,0.248953141,100,0
P_2_13_8,f,18,4C,0.539855439,5.083473465,0.262389226,100,0
P_2_13_8,f,18,4A,0.598300605,5.090939665,0.289943369,100,0
P_2_19_11,m,19,11C,0.6861629,6.415954799,0.209360275,100,0
P_2_19_11,m,19,11A,0.731279419,6.62110715,0.209513378,100,0
P_2_19_11,m,19,11B,0.636205358,6.765857268,0.174558619,100,0
P_2_19_12,m,19,31A,0.391145564,3.631532925,0.372518698,100,0
P_2_19_12,m,19,31B,0.114352189,1.96973162,0.370186015,100,0
P_2_19_12,m,19,31C,0.190731759,2.205488666,0.492496325,100,0
P_2_19_15,f,19,30B,0.53572021,4.381852425,0.350438793,100,0
P_2_19_15,f,19,21A,0.628866911,3.574561108,0.618162893,100,0
P_2_19_15,f,19,21B,0.695935431,4.231788525,0.488102097,100,0
P_2_19_15,f,19,21C,0.751204524,4.028990381,0.581239838,100,0
P_2_19_15,f,19,30A,0.444518967,4.260846169,0.307530522,100,0
P_2_19_15,f,19,30C,0.599544793,4.357099617,0.396658072,100,0
P_2_19_16,m,19,15A,1.008507129,5.034505953,0.499752407,100,0
P_2_19_16,m,19,15B,0.447952926,3.060671285,0.600604579,100,0
P_2_19_16,m,19,15C,0.777536067,5.317750723,0.345345843,100,0
P_2_19_2,m,19,18A,0.707929403,6.733907311,0.196085429,100,0
P_2_19_2,m,19,18B,0.846631482,6.246451873,0.272531845,100,0
P_2_19_2,m,19,18C,0.569715951,4.572879532,0.342190933,100,0
P_2_19_3,f,19,19B,0.4611006,5.777830093,0.173482549,100,0
P_2_19_3,f,19,19A,0.969729182,5.364834869,0.423182195,100,0
P_2_19_3,f,19,19C,0.483111417,6.157059259,0.16006275,100,0
P_2_19_4,f,19,17B,0.744137537,4.156117576,0.541087126,7,0
P_2_19_4,f,19,17A,0.837311383,4.667316876,0.482771985,100,0
P_2_19_4,f,19,17C,0.911777167,4.713930181,0.515361605,100,0
P_2_19_5,f,19,2A,1.240152314,6.92036053,0.325242452,100,0
P_2_19_5,f,19,2B,0.905732675,5.468083675,0.380469083,100,0
P_2_19_5,f,19,2C,0.84964468,5.420192372,0.363243273,100,0
P_2_19_6,f,19,2A,0.473899901,3.560570391,0.469501631,100,0
P_2_19_6,f,19,2B,0.312535503,3.157664626,0.393692367,100,0
P_2_19_6,f,19,2C,0.383146566,3.332145019,0.433417845,100,0
P_2_19_8,m,19,16A,1.149896654,5.704446089,0.443834941,100,0
P_2_19_8,m,19,16B,1.201478427,6.051187193,0.412120711,100,0
P_2_19_8,m,19,16C,0.982926623,5.997309477,0.34323994,100,0
P_2_2_1,m,20,2B,0.424096186,3.182081119,0.526055437,100,0
P_2_2_1,m,20,2C,0.278277352,2.479921975,0.568318073,100,0
P_2_2_1,m,20,2A,0.524047465,4.325956817,0.35171906,100,0
P_2_2_10,f,20,7C,0.624858363,3.52633349,0.631138194,100,0
P_2_2_10,f,20,7A,0.473316264,3.016075873,0.653516478,100,0
P_2_2_10,f,20,7B,0.754520851,3.956211744,0.605482827,100,0
P_2_2_13,f,20,14A,0.537222284,3.578798682,0.52682833,100,0
P_2_2_13,f,20,14B,0.80353281,4.043182888,0.617371363,100,0
P_2_2_13,f,20,14C,0.752711123,3.981233605,0.596461822,100,0
P_2_2_14,m,20,6A,0.750218223,3.711037869,0.684205366,100,0
P_2_2_14,m,20,6C,0.663324132,3.662070357,0.621243802,100,0
P_2_2_14,m,20,6B,0.603775032,3.729938791,0.545081421,100,0
P_2_2_2,m,20,3A,0.701513918,5.207910137,0.32486204,100,0
P_2_2_2,m,20,3B,0.790606828,6.269388579,0.252638668,100,0
P_2_2_2,m,20,3C,0.970131846,7.482747024,0.217619734,100,0
P_2_2_3,f,20,14A,0.721353061,4.447635703,0.458014369,100,0
P_2_2_3,f,20,14B,0.731469441,4.363691397,0.48247828,100,0
P_2_2_3,f,20,14C,0.59377176,3.406134392,0.642814433,100,0
P_2_2_4,m,20,8C,0.634282522,4.099549337,0.474023802,100,0
P_2_2_4,m,20,8A,0.500100239,5.059527813,0.245372974,100,0
P_2_2_4,m,20,8B,0.42177521,3.872671016,0.353223411,100,0
P_2_2_5,f,20,11C,0.878193139,4.821147508,0.474546572,100,0
P_2_2_5,f,20,11A,0.852630731,5.064639806,0.417497129,100,0
P_2_2_5,f,20,11B,0.429950657,4.416492904,0.276855517,100,0
P_2_2_6,m,20,26A,0.670083466,5.794242282,0.250683206,100,0
P_2_2_6,m,20,26B,0.629975369,5.506625412,0.26094089,100,0
P_2_2_6,m,20,26C,0.605245436,4.465729468,0.381185474,100,0
P_2_2_9,f,20,16C,0.765089663,5.632407345,0.302910175,100,0
P_2_2_9,f,20,16A,0.689130854,4.757583911,0.382400473,100,0
P_2_2_9,f,20,16B,0.790968773,7.451267909,0.178932249,100,0
P_2_4_1,m,21,27A,0.646769645,4.598910338,0.384086801,100,0
P_2_4_1,m,21,27B,0.580547173,3.891235623,0.481561874,100,0
P_2_4_1,m,21,27C,0.680679424,3.802851954,0.591171413,100,0
P_2_4_10,f,21,17B,0.830968287,5.928095783,0.296991257,100,0
P_2_4_10,f,21,17C,0.745779865,3.993004641,0.58749025,100,0
P_2_4_10,f,21,17A,0.768808654,5.250151342,0.350319456,100,0
P_2_4_11,m,21,7C,0.655162259,3.744131298,0.586997662,100,0
P_2_4_11,m,21,7A,0.597314303,4.103383332,0.445562235,100,0
P_2_4_11,m,21,7B,0.729718529,4.541198628,0.444430665,100,0
P_2_4_2,f,21,23A,0.538421229,4.645523643,0.313359211,19,0
P_2_4_2,f,21,23B,0.415011352,3.273693415,0.486377645,19,0
P_2_4_2,f,21,23C,0.543560857,3.457859689,0.570982872,100,0
P_2_4_2,f,21,24C,0.617035814,3.239052936,0.738692892,100,0
P_2_4_2,f,21,24B,0.58160134,3.328176498,0.659481077,100,0
P_2_4_2,f,21,24A,0.742314236,4.056097397,0.566709742,100,0
P_2_4_3,x,21,28B,0.340133855,3.383735791,0.373118352,7,0
P_2_4_3,x,21,28A,0.372102701,3.574493845,0.365782863,7,0
P_2_4_4,f,21,21A,0.598192021,2.153965158,1.619395423,100,0
P_2_4_4,f,21,21B,0.552170638,3.976928768,0.438497704,100,0
P_2_4_4,f,21,21C,0.447183792,3.118853837,0.577411792,100,0
P_2_4_5,f,21,25B,0.167196247,2.375798749,0.372046193,100,0
P_2_4_5,f,21,25A,0.264455554,3.071836954,0.352002713,100,0
P_2_4_5,f,21,25C,0.228315286,2.925943364,0.334959884,100,0
P_2_4_6,m,21,22A,0.689135378,4.947467546,0.353613044,100,0
P_2_4_6,m,21,22B,0.816820738,5.093092083,0.395506238,100,0
P_2_4_6,m,21,22C,0.77458621,5.051927087,0.381193295,100,0
P_2_4_7,m,21,30B,0.609330897,4.141925069,0.446106308,7,0
P_2_4_7,m,21,30A,0.616786976,3.720656488,0.55961028,100,0
P_2_4_7,m,21,30C,0.613963801,4.504943835,0.379973793,100,0
P_2_4_9,f,21,20C,0.53914512,3.830497074,0.461514179,100,0
P_2_4_9,f,21,20B,0.518378492,4.03356427,0.400183014,100,0
P_2_4_9,f,21,20A,0.559079275,4.235487994,0.391431816,100,0
P_2_6_1,m,22,18C,1.202053015,10.75852559,0.130439086,100,0
P_2_6_1,m,22,18B,1.051470072,9.877850272,0.135351065,100,0
P_2_6_1,m,22,18A,1.175015679,8.35958835,0.211185218,100,0
P_2_6_10,m,22,29A,0.665233395,4.163987355,0.481886632,100,0
P_2_6_10,m,22,29B,0.25939284,2.632003767,0.470299602,100,0
P_2_6_10,m,22,29C,0.392910049,3.088249142,0.517437758,100,0
P_2_6_13,f,22,26C,0.909410947,5.355619829,0.398226664,7,0
P_2_6_13,f,22,26A,0.888825291,5.531176431,0.364897611,100,0
P_2_6_13,f,22,26B,0.828470862,5.924463577,0.296461847,100,0
P_2_6_14,f,22,30A,0.297835987,4.188874689,0.213192575,100,0
P_2_6_14,f,22,30B,0.212525409,2.054953925,0.632115329,100,0
P_2_6_14,f,22,30C,0.260940158,3.100221968,0.340992621,100,0
P_2_6_15,m,22,19A,1.067676186,15.87314186,0.053223496,100,0
P_2_6_15,m,22,19B,0.228935118,3.537970001,0.229717332,100,0
P_2_6_15,m,22,19C,0.132603296,2.08206094,0.384199755,100,0
P_2_6_16,m,22,24A,0.623048635,3.535414004,0.626081733,100,0
P_2_6_16,m,22,24B,0.446414657,3.442254658,0.473197119,100,0
P_2_6_16,m,22,24C,1.083371052,5.3001278,0.484388901,100,0
P_2_6_2,m,22,27A,0.745567222,4.958229636,0.3809107,100,0
P_2_6_2,m,22,27B,0.857023846,4.279612565,0.587724286,100,0
P_2_6_2,m,22,27C,0.592188248,3.574224793,0.582218094,100,0
P_2_6_4,f,22,28B,0.025607651,1.415954799,0.160420774,7,0
P_2_6_4,f,22,28A,0.740495459,5.138158337,0.352287369,100,0
P_2_6_4,f,22,28C,0.080596237,1.449250017,0.481967525,100,0
P_2_6_5,f,22,28B,0.695130102,4.858343983,0.369895641,100,0
P_2_6_5,f,22,28A,0.89741245,5.452949485,0.379069446,100,0
P_2_6_5,f,22,28C,0.938963806,5.358377615,0.410744597,100,0
P_2_6_7,m,22,29B,1.038322398,5.743189615,0.395380778,100,0
P_2_6_7,m,22,29A,1.179494756,5.827402973,0.436250112,100,0
P_2_6_7,m,22,29C,1.118556689,5.272549943,0.505366249,100,0
P_2_6_8,m,22,29C,0.852897666,4.135467815,0.626379124,100,0
P_2_6_8,m,22,29A,0.949396888,4.925068945,0.491601064,100,0
P_2_6_8,m,22,29B,0.861303852,4.517522029,0.530084946,100,0
P_2_6_9,m,22,7C,0.739916346,3.790677339,0.646753255,100,0
P_2_6_9,m,22,7A,0.466742427,3.640747965,0.442268174,100,0
P_2_6_9,m,22,7B,0.44599842,3.354745409,0.497741469,100,0
P_20_16_1,f,23,12C,0.988686083,6.240734513,0.318842823,100,0
P_20_16_1,f,23,6A,0.791891734,4.226542006,0.556781851,100,0
P_20_16_1,f,23,6B,0.760836802,3.881347952,0.634331086,100,0
P_20_16_1,f,23,6C,0.801614498,3.85585525,0.677195025,100,0
P_20_16_1,f,23,12A,0.928381421,4.053406874,0.709701431,100,0
P_20_16_1,f,23,12B,0.927078417,5.527813278,0.38106528,100,0
P_20_16_13,m,23,2A,0.817797991,4.159144414,0.593782889,7,0
P_20_16_13,m,23,2C,0.985315464,4.983587812,0.498288321,100,0
P_20_16_13,m,23,2B,0.91824242,4.569919957,0.552242472,100,0
P_20_16_14,m,23,15A,0.687370893,3.543620098,0.687521787,100,0
P_20_16_14,m,23,15C,0.598743988,4.469227147,0.37650084,100,0
P_20_16_14,m,23,15B,0.697772305,3.627295352,0.666097078,100,0
P_20_16_17,m,23,11A,1.187891893,6.944777023,0.309349875,100,0
P_20_16_17,m,23,11C,0.809215356,7.62373041,0.174871363,100,0
P_20_16_17,m,23,11B,0.909736698,5.77534136,0.342570559,100,0
P_20_16_2,f,23,10A,0.1335715,1.72597027,0.563166512,100,0
P_20_16_2,f,23,10B,0.072040748,1.793233336,0.28138066,100,0
P_20_16_2,f,23,10C,0.03300039,1.287953185,0.249866803,100,0
P_20_16_3,f,23,4B,0.653243947,6.088450932,0.221335672,100,0
P_20_16_3,f,23,4C,0.515948932,7.047487724,0.130475119,100,0
P_20_16_3,f,23,4A,0.552111822,6.379498218,0.17038982,100,0
P_20_22_1,f,24,24A,0.392747173,3.588080985,0.383158296,100,0
P_20_22_1,f,24,24B,0.60784692,3.971682249,0.483988306,100,0
P_20_22_1,f,24,24C,0.64101471,3.345933948,0.71915567,100,0
P_20_22_10,f,24,22B,0.992282917,5.100020179,0.479160893,100,0
P_20_22_10,f,24,22A,0.940655901,5.998183897,0.328383155,100,0
P_20_22_10,f,24,22C,0.975203609,5.717965965,0.374629357,100,0
P_20_22_11,m,24,7A,0.961585406,4.857335037,0.511895583,100,0
P_20_22_11,m,24,7C,0.878604852,4.278670882,0.602789215,100,0
P_20_22_11,m,24,7B,0.805758775,4.018228291,0.626794922,100,0
P_20_22_13,m,24,23C,0.526282479,3.829151813,0.450820214,7,0
P_20_22_13,m,24,23A,0.764872495,6.851752203,0.204632866,16,0
P_20_22_13,m,24,23B,0.740011357,4.147911482,0.540218017,17,0
P_20_22_3,m,24,20A,0.667178853,4.524651914,0.409318679,100,0
P_20_22_3,m,24,20B,0.598078913,3.495796058,0.614689724,100,0
P_20_22_3,m,24,20C,0.588699998,3.437411717,0.625778398,100,0
P_20_22_4,f,24,25C,0.243711547,2.888074258,0.366985609,7,0
P_20_22_4,f,24,25A,0.776798603,5.219412121,0.358141704,100,0
P_20_22_4,f,24,25B,0.599454306,4.37384812,0.393566684,100,0
P_20_22_7,f,24,16A,0.591301482,4.863792292,0.313941383,100,0
P_20_22_7,f,24,16B,0.88128325,5.445550548,0.373268694,100,0
P_20_22_7,f,24,16C,0.734220227,4.009618618,0.573600937,100,0
P_20_22_8,m,24,21A,0.79488231,3.773525257,0.701129029,100,0
P_20_22_8,m,24,21B,0.866248934,4.092553979,0.649596267,100,0
P_20_22_8,m,24,21C,0.890540008,4.037196475,0.686251495,100,0
P_20_22_9,f,24,26A,0.70649067,3.911414542,0.580000513,100,0
P_20_22_9,f,24,26B,0.706069908,3.961121948,0.56519839,100,0
P_20_22_9,f,24,26C,0.923635409,4.952714065,0.472937447,100,0
P_21_15_10,m,25,22B,1.051243856,5.857469563,0.38483364,100,0
P_21_15_10,m,25,22A,0.993251122,6.195937311,0.324963567,100,0
P_21_15_10,m,25,22C,0.951636426,6.874823434,0.252893461,100,0
P_21_15_11,m,25,23B,0.508117334,3.190825318,0.62682685,100,0
P_21_15_11,m,25,23A,0.697039365,4.082666308,0.525241672,100,0
P_21_15_11,m,25,23C,0.529879313,4.438420663,0.337838921,100,0
P_21_15_12,f,25,30B,0.517383141,5.82403982,0.191581355,7,0
P_21_15_12,f,25,30A,0.576470761,5.172798816,0.270592496,100,0
P_21_15_12,f,25,30C,0.701192691,6.087643775,0.237644932,100,0
P_21_15_13,f,25,20A,0.553365058,3.988968857,0.436797436,7,0
P_21_15_13,f,25,20B,0.156478133,2.36375866,0.351752366,100,0
P_21_15_13,f,25,20C,0.723379956,5.209726239,0.334754409,100,0
P_21_15_14,m,25,21B,0.685769284,5.260173539,0.311291688,100,0
P_21_15_14,m,25,21C,0.543764451,3.356763301,0.606120558,100,0
P_21_15_14,m,25,21A,0.553781296,3.699939463,0.508087705,100,0
P_21_15_15,m,25,17A,0.871479048,5.194322997,0.405684753,100,0
P_21_15_15,m,25,17C,0.615945453,4.427187731,0.39470808,100,0
P_21_15_15,m,25,17B,0.704608553,4.603349701,0.417628005,100,0
P_21_15_20,m,25,31A,1.020935436,7.486446492,0.228789699,100,0
P_21_15_20,m,25,31C,1.000091893,6.949821753,0.260065183,100,0
P_21_15_20,m,25,31B,0.636784471,4.943229972,0.327310903,100,0
P_21_15_21,m,25,5A,0.997463264,5.288625816,0.447920426,7,0
P_21_15_21,m,25,5B,0.966173066,5.800766799,0.360639883,100,0
P_21_15_21,m,25,5C,0.97782319,5.359386561,0.427582386,100,0
P_21_15_22,m,25,30A,0.734174984,3.61693684,0.704867313,100,0
P_21_15_22,m,25,30C,0.315385825,3.729535212,0.284788459,100,0
P_21_15_22,m,25,30B,0.363967973,3.201789198,0.445930667,100,0
P_21_15_3,m,25,29A,0.749186678,4.178448914,0.53895126,100,0
P_21_15_3,m,25,29B,0.204838589,3.273827941,0.240043369,100,0
P_21_15_3,m,25,29C,0.386585049,2.891773727,0.580638833,100,0
P_21_15_4,m,25,3A,0.873610003,7.075738212,0.219161228,100,0
P_21_15_4,m,25,3B,0.757353075,5.896347616,0.273603642,100,0
P_21_15_5,m,25,29B,0.932285909,4.872671016,0.493179003,100,0
P_21_15_5,m,25,29A,0.788991645,5.005717361,0.395484435,100,0
P_21_15_5,m,25,29C,0.769310853,3.927221363,0.62649951,100,0
P_21_15_5,m,25,8A,0.64254393,5.559695971,0.261090085,100,0
P_21_15_5,m,25,8B,0.757448086,4.831371494,0.407569472,100,0
P_21_15_5,m,25,8C,0.993581397,5.625479249,0.39434291,100,0
P_21_15_6,f,25,29B,0.696754333,3.966032152,0.556361227,7,0
P_21_15_6,f,25,29A,0.42713653,2.931929777,0.624092876,7,0
P_21_15_6,f,25,29C,0.520627079,3.41420596,0.560966543,100,0
P_21_15_6,f,25,30A,0.700799075,6.055088451,0.240072368,100,0
P_21_15_6,f,25,30B,0.653850206,5.620838098,0.259935593,100,0
P_21_15_6,f,25,30C,0.603087335,6.07197148,0.205452014,100,0
P_21_15_8,f,25,29B,0.602901838,4.688504742,0.344482789,100,0
P_21_15_8,f,25,29A,0.645050404,4.498890159,0.400287945,100,0
P_21_15_8,f,25,29C,0.672123935,4.038945315,0.517491302,100,0
P_21_5_1,m,26,29A,0.520523019,3.453218538,0.54825355,100,0
P_21_5_1,m,26,29B,0.407256667,3.171049976,0.508688207,100,0
P_21_5_1,m,26,29C,0.225066824,2.082868097,0.651594764,100,0
P_21_5_11,f,26,27C,0.655117016,4.984327706,0.331203824,100,0
P_21_5_11,f,26,27A,0.742137787,6.156924733,0.245893187,100,0
P_21_5_11,f,26,27B,0.805319916,5.977332347,0.283102218,100,0
P_21_5_12,f,26,23A,0.803419702,5.172260712,0.377199668,100,0
P_21_5_12,f,26,23B,0.768360746,4.219815699,0.541960758,100,0
P_21_5_12,f,26,23C,0.79418104,3.917333692,0.650021945,100,0
P_21_5_3,m,26,26B,0.39945674,3.007331674,0.554749265,100,0
P_21_5_3,m,26,26C,0.303278744,2.86419587,0.464329402,100,0
P_21_5_3,m,26,26A,0.443320022,3.217999596,0.537693783,100,0
P_21_5_4,f,26,16A,0.729664237,4.567296697,0.439333429,100,0
P_21_5_4,f,26,16B,0.823919396,5.509046882,0.34097413,100,0
P_21_5_4,f,26,16C,0.6633739,5.481199973,0.27732992,100,0
P_21_5_5,m,26,25C,0.580818632,3.355283514,0.647995117,100,0
P_21_5_5,m,26,25A,0.663876099,3.701688303,0.608522975,100,0
P_21_5_5,m,26,25B,0.616189766,3.386964418,0.674656723,100,0
P_21_5_7,m,26,30A,0.316810986,4.213896549,0.224089823,100,0
P_21_5_7,m,26,30B,0.454920379,4.068608327,0.345170176,100,0
P_21_5_7,m,26,30C,0.46689173,3.943566288,0.377074818,100,0
P_22_1_10,f,27,13C,0.493974309,3.549673774,0.49239895,100,0
P_22_1_10,f,27,13B,0.440714014,3.410237439,0.475967462,100,0
P_22_1_10,f,27,13A,0.588980506,3.873209121,0.493115516,100,0
P_22_1_11,m,27,25B,0.487871002,4.954395641,0.249639483,13,21
P_22_1_11,m,27,25A,0.465385131,5.337257012,0.205194592,12,18
P_22_1_11,m,27,25C,0.428855771,5.428331203,0.182796646,100,0
P_22_1_16,f,27,26A,0.640928748,5.317952512,0.284649537,100,0
P_22_1_16,f,27,26B,0.738984336,4.73343647,0.414258823,100,0
P_22_1_16,f,27,26C,0.692067137,4.941481133,0.355978348,100,0
P_22_1_2,f,27,20C,0.53199217,5.63799018,0.210206553,100,0
P_22_1_2,f,27,20A,0.377581652,4.092688505,0.283128207,100,0
P_22_1_2,f,27,20B,0.533937628,7.021860496,0.136011545,100,0
P_22_1_2,f,27,14A,0.78859803,4.276922042,0.541480297,100,0
P_22_1_2,f,27,14B,0.824444217,4.494719849,0.51256112,100,0
P_22_1_2,f,27,14C,0.771640878,3.885585525,0.641936279,100,0
P_22_1_3,m,27,14C,0.946442507,4.580009417,0.566697288,100,0
P_22_1_3,m,27,14B,0.774341897,3.739288357,0.695575831,100,0
P_22_1_3,m,27,14A,0.845559219,4.19021995,0.60486719,100,0
P_22_1_5,f,27,17B,0.808871508,4.376538643,0.53040504,100,0
P_22_1_5,f,27,17A,0.960142148,5.070558956,0.469043909,100,0
P_22_1_5,f,27,17C,0.324117763,2.821483823,0.511372468,100,0
P_22_1_5,f,27,15B,0.443917233,3.350440573,0.496692732,100,0
P_22_1_5,f,27,15A,0.487477386,3.953790274,0.391666886,100,0
P_22_1_5,f,27,15C,0.56054063,4.292325284,0.382130307,100,0
P_22_1_8,f,27,23B,0.5040183,3.987892648,0.398060447,7,20
P_22_1_8,f,27,23A,0.318249719,3.905495392,0.26206282,7,20
P_22_1_8,f,27,23C,0.821521506,4.539517051,0.500713468,13,20
P_22_1_8,f,27,22B,0.63872088,4.436335508,0.407616717,14,20
P_22_1_8,f,27,22A,0.764990128,5.400147979,0.329483862,100,0
P_22_1_8,f,27,22C,0.626631897,4.683998117,0.358730839,100,0
P_22_1_9,m,27,16B,1.093084767,7.675186655,0.233058845,7,0
P_22_1_9,m,27,16A,0.56709637,4.170175557,0.40957914,15,21
P_22_1_9,m,27,16C,0.725180636,5.772381785,0.273354195,100,0
P_22_10_1,m,28,7A,0.562192007,3.791080917,0.491301622,100,0
P_22_10_1,m,28,7C,0.647167785,3.504203942,0.661953957,100,0
P_22_10_1,m,28,7B,0,0,#DIV/0!,100,0
P_22_10_10,m,28,23A,0.418164803,3.521019708,0.423643164,7,0
P_22_10_10,m,28,23B,0.470538332,3.162978409,0.590734307,100,0
P_22_10_10,m,28,23C,0.880419104,4.825116029,0.474967151,100,0
P_22_10_10,m,28,29A,0.168834051,2.583305307,0.317759254,100,0
P_22_10_10,m,28,29B,0.184877289,2.427927625,0.393914286,100,0
P_22_10_10,m,28,29C,0.653981411,4.275509518,0.449344353,100,0
P_22_10_16,f,28,25C,0.586713821,5.090737876,0.284350821,100,0
P_22_10_16,f,28,25A,0.735324161,6.50043721,0.21856637,100,0
P_22_10_16,f,28,25B,0.610556988,5.049438353,0.300766663,100,0
P_22_10_2,f,28,19A,0.738749071,4.896280352,0.387038381,100,0
P_22_10_2,f,28,19B,0.673191674,4.743458667,0.37578387,100,0
P_22_10_2,f,28,14A,0.583777538,3.668191296,0.544920401,100,0
P_22_10_2,f,28,14B,0.7114448,3.752539181,0.634571229,100,0
P_22_10_2,f,28,14C,0.771622781,4.529293065,0.472426049,100,0
P_22_10_2,f,28,19C,0.68542996,5.22465864,0.315381985,100,0
P_22_10_6,f,28,27A,0.863516245,7.317548934,0.20254843,100,0
P_22_10_6,f,28,27B,0.434664998,4.789668393,0.23797614,100,0
P_22_10_6,f,28,27C,0.483283341,4.264747427,0.333737365,100,0
P_22_10_8,f,28,18A,0.848997702,5.812134257,0.315663872,100,0
P_22_10_8,f,28,18C,0.65279604,5.881818793,0.236997557,100,0
P_22_10_8,f,28,18B,0.745883924,6.977197821,0.192441536,100,0
P_22_10_9,m,28,26B,0.785372189,4.910607385,0.40906727,100,0
P_22_10_9,m,28,26A,0.711019514,4.354409094,0.470991102,100,0
P_22_10_9,m,28,26C,0.755430239,4.931593462,0.390130108,100,0
P_22_11_1,m,29,28A,0,0,#DIV/0!,100,0
P_22_11_1,m,29,28B,0.032701785,0.71762965,0.797554469,100,0
P_22_11_1,m,29,28C,0.043492288,0.804600794,0.843802845,100,0
P_22_11_11,f,29,15A,0.841509952,4.327974709,0.564260264,7,0
P_22_11_11,f,29,15C,0.911695729,5.341292796,0.401371738,100,0
P_22_11_11,f,29,15B,1.160994811,5.358848456,0.507781608,100,0
P_22_11_12,f,29,24C,0.547175789,3.521221497,0.554280784,100,0
P_22_11_12,f,29,24A,0.664088742,4.929979148,0.343182863,100,0
P_22_11_12,f,29,24B,0.551419601,3.795722069,0.480709859,100,0
P_22_11_2,m,29,18C,0.077994753,1.534808637,0.415859433,100,0
P_22_11_2,m,29,18B,0.23218358,2.544158203,0.450539544,100,0
P_22_11_2,m,29,18A,0.458186938,6.177574494,0.150798271,100,0
P_22_11_4,f,29,17A,0.702522841,3.869845968,0.589199989,100,0
P_22_11_4,f,29,17B,0.668975008,3.540660523,0.670240945,100,0
P_22_11_4,f,29,17C,0.546017563,3.01688303,0.753493148,100,0
P_22_11_5,f,29,14C,0.913564273,5.253985337,0.415672251,100,0
P_22_11_5,f,29,14A,0.885404905,4.988834331,0.446820817,100,0
P_22_11_5,f,29,14B,0.905818637,4.798883433,0.494026778,100,0
P_22_11_6,m,29,7B,0.767808779,3.983856864,0.607624477,100,0
P_22_11_6,m,29,7C,0.800361262,4.555458398,0.484408249,100,0
P_22_11_6,m,29,7A,0.497480657,3.33611354,0.561415234,100,0
P_22_12_12,f,30,16A,0.995807362,6.253649021,0.319814364,100,0
P_22_12_12,f,30,16C,0.992183382,6.943431762,0.25848375,100,0
P_22_12_12,f,30,16B,1.033114905,7.383264949,0.238035296,100,0
P_22_12_14,m,30,27B,0.56786098,5.187327638,0.26506007,12,21
P_22_12_14,m,30,27A,0.664183753,5.580412995,0.267883031,100,0
P_22_12_14,m,30,27C,0.765193722,5.029124908,0.379993522,100,0
P_22_12_2,m,30,7B,1.015913441,6.215376337,0.330302215,100,0
P_22_12_2,m,30,7C,0.93620397,5.716889756,0.359782871,100,0
P_22_12_2,m,30,7A,0.989894076,7.045066254,0.250500272,100,0
P_22_12_3,m,30,31C,0.415445687,4.168830295,0.300244777,100,0
P_22_12_3,m,30,31A,0.726465543,4.307392211,0.491785616,100,0
P_22_12_3,m,30,31B,0.635970093,3.563126387,0.629164019,100,0
P_22_12_4,f,30,18A,0.622759079,4.53971884,0.379534967,100,0
P_22_12_4,f,30,18C,0.602291055,4.241877985,0.420416458,100,0
P_22_12_4,f,30,18B,0.667988706,5.48947333,0.278418058,100,0
P_22_12_6,f,30,30C,0.793651695,6.729602475,0.220110503,100,0
P_22_12_6,f,30,30B,0.841075618,6.875496065,0.223468651,100,0
P_22_12_6,f,30,30A,0.856978602,7.450124437,0.193924448,100,0
P_22_12_8,m,30,19B,0.654569573,6.609134324,0.188215894,100,0
P_22_12_8,m,30,19A,1.091686752,13.10560301,0.079831385,100,0
P_22_12_8,m,30,19C,0.409622887,5.169906504,0.192490134,100,0
P_22_6_1,f,31,1C,0.730284069,5.359991928,0.319266385,10,19
P_22_6_1,f,31,1A,0.908813737,5.12813614,0.434055666,8,19
P_22_6_1,f,31,1B,0.558319189,4.396515773,0.362789678,10,20
P_22_6_13,m,31,4C,0.658446915,3.548732091,0.656695407,100,0
P_22_6_13,m,31,4B,0.902588273,4.916862851,0.46892473,100,0
P_22_6_13,m,31,4A,0.803949047,4.363893186,0.530236891,100,0
P_22_6_2,m,31,5A,0.848445735,4.841057375,0.454708686,7,0
P_22_6_2,m,31,5C,1.021573365,4.869307863,0.54115881,100,0
P_22_6_2,m,31,5B,1.055161917,5.760408959,0.399394531,100,0
P_22_6_21,f,31,10C,0.590935012,3.554920293,0.587313016,100,0
P_22_6_21,f,31,10A,0.264102657,2.952041434,0.380642707,100,0
P_22_6_21,f,31,10B,0.610624853,3.633281765,0.580986388,100,0
P_22_6_3,m,31,22B,0.547478918,3.419654268,0.588020732,100,0
